seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k141_72581	3900	No terminal repeats	NA	8	11	0.8264	NA	0	2.6593	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_33174	9267	No terminal repeats	NA	12	11	0.8205	NA	0	4.4201	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_79405	6191	No terminal repeats	NA	12	11	0.8091	NA	0	1.4662	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_11447	7533	No terminal repeats	NA	14	11	0.8068	NA	0	3.0452	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_171389	9266	No terminal repeats	NA	15	11	0.8042	NA	0	4.2669	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_117746	6780	No terminal repeats	NA	15	11	0.7872	NA	0	3.0512	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_243058	6803	No terminal repeats	NA	10	11	0.7751	NA	0	3.4983	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_95280	8928	No terminal repeats	NA	16	11	0.7632	NA	0	1.5915	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_257971	5635	No terminal repeats	NA	7	11	0.7555	NA	0	1.7183	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Autolykiviridae
k141_98140	3649	No terminal repeats	NA	5	11	0.7510	NA	1	4.4182	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_134649	7312	No terminal repeats	NA	12	11	0.7407	NA	1	4.7798	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_301944	4148	No terminal repeats	NA	7	11	0.7387	NA	0	3.0313	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_12535	7860	No terminal repeats	NA	12	11	0.7297	NA	0	3.6487	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kyanoviridae
k141_297723	3925	No terminal repeats	NA	9	11	0.7253	NA	0	2.3630	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_65934	5873	No terminal repeats	NA	15	11	0.7197	NA	0	2.9604	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
