contig_id	contig_length	viral_length	aai_expected_length	aai_completeness	aai_confidence	aai_error	aai_num_hits	aai_top_hit	aai_id	aai_af	hmm_completeness_lower	hmm_completeness_upper	hmm_num_hits	kmer_freq
k141_28829	3081	NA	47026.7457713227	6.551590907399805	medium	9.53752329324072	2	CheckV-014277	49.87	87.74	NA	NA	0	1.0
k141_7781	3429	NA	46195.4191238792	7.422813917554634	high	3.96835057821059	2	CheckV-014277	59.89	82.86	NA	NA	0	1.0
k141_17162	2299	NA	NA	NA	NA	NA	0	NA	NA	NA	3.195108108108108	7.1756486486486475	2	1.0
k141_19530	5693	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_2141	2770	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_19557	3261	NA	51702.525381591586	6.307235431793941	medium	9.89099717400081	9	CheckV-018831	47.3	39.61	2.29	9.42	1	1.0
k141_16623	106909	NA	836622.9389901556	12.77863599210468	medium	9.40952640438654	32	CheckV-000293	35.85	14.74	10.564700168426345	34.94153572329919	28	1.0
k141_14361	1359	NA	34422.975743574934	3.9479445650588705	medium	9.12158367084226	9	CheckV-032463	43.7	70.05	2.497702265372168	3.977346278317152	2	1.0
k141_5127	1079	NA	NA	NA	NA	NA	0	NA	NA	NA	0.48	2.78	1	1.0
k141_5557	2886	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_13432	3396	NA	5814.465141131917	58.40606001705071	high	4.62276493676406	17	CheckV-008188	63.1	55.47	NA	NA	0	1.0
k141_12051	4116	NA	115020.53415845615	3.578491466862482	medium	8.56875945487214	2	CheckV-052205	25.5	83.36	NA	NA	0	1.04
k141_13449	3674	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_24225	4568	NA	24975.72964236263	18.2897559567268	low	16.7746825248758	25	CheckV-002108	33.5	25.66	NA	NA	0	1.0
k141_17594	2252	NA	42751.18139944936	5.267690684283654	medium	5.80669068180352	425	CheckV-009915	55.45	62.6	NA	NA	0	1.0
k141_4628	4264	NA	70163.1447767558	6.077264657345592	low	13.1821249631444	5	CheckV-005437	38.16	37.46	NA	NA	0	1.0
k141_20351	2076	NA	57264.54312881465	3.625279949112854	low	13.2625055334219	102	CheckV-040506	68.1	10.01	NA	NA	0	1.0
k141_21387	3026	NA	61927.07031791347	4.886392952977589	low	10.9394929934521	2	CheckV-018831	39.11	60.38	2.05	10.71	1	1.0
k141_3260	4073	NA	6461.71358986106	63.032815418975844	high	3.88671588193675	55	CheckV-004439	45.6	100.0	NA	NA	0	1.01
k141_23909	75064	NA	1168235.3797690307	6.425417454386696	low	26.0831970943911	15	CheckV-053999	30.45	10.6	20.86594693085993	61.40347335579551	9	1.0
k141_7938	20492	NA	35759.0	57.30585307195391	low	22.2765314016457	1	CheckV-014597	23.6	17.95	11.57	11.970000000000002	1	1.01
k141_27129	1552	NA	19540.092794700544	7.942643959300526	low	19.6969102730118	3	CheckV-000996	30.2	52.87	0.34	5.2	1	1.0
k141_12148	3826	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_10282	6042	NA	22791.924119564603	26.509389765884414	low	14.6911520575663	10	CheckV-000387	35.14	37.25	0.48999999999999994	34.71	1	1.0
k141_12194	5326	NA	6054.3376159754225	87.96998677355592	medium	5.43302927220296	75	CheckV-007594	40.3	100.0	49.65	100.0	1	1.0
k141_27165	2977	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_10654	3606	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.03
k141_11167	6071	NA	49947.370397979146	12.154794039458844	medium	9.60676095205243	20	CheckV-004669	55.01	25.72	NA	NA	0	1.0
k141_11184	2669	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.01
k141_18285	1938	NA	47105.3798564848	4.1141797516641905	low	10.513691784929	2	CheckV-009854	46.27	75.78	4.01	6.3	1	1.0
k141_6453	145006	NA	1095006.9875356206	13.242472573288758	low	17.7366586216144	20	CheckV-049677	34.09	9.21	23.912339591259435	58.17028572994948	19	1.0
k141_26142	5575	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.02
k141_29530	1323	NA	45293.13717247231	2.9209723207340037	medium	6.03013749241285	339	CheckV-017870	49.4	73.12	1.98	4.34	1	1.0
k141_22275	1191	NA	54076.95259585657	2.2024170054494814	low	10.6198315369057	6	CheckV-001820	43.5	49.03	NA	NA	0	1.06
k141_26726	4711	NA	62192.45427093176	7.574873921966901	low	11.1328258931633	10	CheckV-010257	50.9	27.16	6.23	15.6	1	1.0
