seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k141_236416	6304	No terminal repeats	NA	8	11	0.9831	NA	0	11.4714	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_998626	4366	No terminal repeats	NA	8	11	0.9831	NA	1	13.2293	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_495130	5814	No terminal repeats	NA	9	11	0.9831	NA	2	11.7618	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_940966	3999	No terminal repeats	NA	6	11	0.9831	NA	0	9.3973	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1902151	5628	No terminal repeats	NA	10	11	0.9831	NA	0	14.6747	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1477945	3966	No terminal repeats	NA	9	11	0.9831	NA	2	14.3860	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_563585	4144	No terminal repeats	NA	8	11	0.9831	NA	2	13.7463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_180921	5026	No terminal repeats	NA	6	11	0.9831	NA	1	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1718649	6506	No terminal repeats	NA	6	11	0.9831	NA	1	10.1602	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1041347	3648	No terminal repeats	NA	5	11	0.9830	NA	1	8.3601	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_67294	4030	No terminal repeats	NA	5	11	0.9830	NA	0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_342801	3931	No terminal repeats	NA	5	11	0.9830	NA	2	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1559736	7043	No terminal repeats	NA	9	11	0.9830	NA	5	11.9968	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_212562	5536	No terminal repeats	NA	7	15	0.9830	NA	0	10.0842	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1547496	3543	No terminal repeats	NA	7	11	0.9830	NA	1	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_37553	5527	DTR	NA	8	11	0.9830	NA	2	12.0280	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
k141_616093	6082	No terminal repeats	NA	5	11	0.9830	NA	0	8.2378	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_873787	4921	No terminal repeats	NA	11	11	0.9830	NA	2	15.9077	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1369218	4325	No terminal repeats	NA	7	11	0.9830	NA	3	11.8305	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1376258	4227	No terminal repeats	NA	8	11	0.9830	NA	0	13.4828	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_642408	5753	No terminal repeats	NA	6	11	0.9830	NA	0	7.9720	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_583414	8708	No terminal repeats	NA	9	11	0.9830	NA	5	15.4531	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
k141_1485864	6593	No terminal repeats	NA	5	11	0.9830	NA	0	8.4316	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1960437	5781	No terminal repeats	NA	12	11	0.9829	NA	1	20.4321	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_901717	9696	No terminal repeats	NA	15	11	0.9829	NA	2	21.6189	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_648680	5942	No terminal repeats	NA	8	11	0.9829	NA	4	13.7463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
k141_91122	5527	DTR	NA	8	11	0.9829	NA	3	12.0280	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
k141_1520470	3947	No terminal repeats	NA	5	11	0.9829	NA	2	8.5774	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_514961	9923	No terminal repeats	NA	6	11	0.9829	NA	0	8.5664	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_368277	3987	No terminal repeats	NA	6	11	0.9829	NA	1	9.6491	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_552577	4589	No terminal repeats	NA	10	11	0.9829	NA	3	16.9816	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_679636	4603	No terminal repeats	NA	10	11	0.9829	NA	4	17.1507	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_490048	5686	No terminal repeats	NA	7	11	0.9829	NA	2	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
k141_214639	7983	No terminal repeats	NA	9	11	0.9829	NA	2	11.2103	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_366876	5527	DTR	NA	8	11	0.9829	NA	2	12.0280	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
k141_263334	6769	No terminal repeats	NA	8	11	0.9829	NA	2	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1522999	4030	No terminal repeats	NA	7	11	0.9829	NA	0	10.3037	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_395264	6218	No terminal repeats	NA	6	11	0.9829	NA	3	9.9208	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
k141_1353078	3557	No terminal repeats	NA	7	11	0.9829	NA	3	11.7391	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_465103	4208	No terminal repeats	NA	10	11	0.9829	NA	2	13.5507	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_901523	4813	No terminal repeats	NA	8	11	0.9829	NA	0	11.2077	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_958723	7517	No terminal repeats	NA	13	11	0.9829	NA	1	18.2434	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1391480	3756	No terminal repeats	NA	5	11	0.9829	NA	0	8.2005	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_220939	5615	No terminal repeats	NA	7	11	0.9829	NA	1	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
k141_1681280	4779	No terminal repeats	NA	9	11	0.9829	NA	3	13.1745	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
k141_949533	4806	No terminal repeats	NA	7	11	0.9829	NA	2	9.6636	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1918972	6097	No terminal repeats	NA	13	11	0.9829	NA	1	16.0855	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_618765	5527	DTR	NA	8	11	0.9828	NA	2	12.0280	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
k141_158452	5563	No terminal repeats	NA	9	11	0.9828	NA	1	13.7463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_95299	4109	No terminal repeats	NA	7	11	0.9828	NA	2	11.9454	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_43778	3800	No terminal repeats	NA	6	11	0.9828	NA	2	10.0145	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1291299	6006	No terminal repeats	NA	11	11	0.9828	NA	5	14.8970	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1958917	4371	No terminal repeats	NA	6	11	0.9828	NA	3	10.3018	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_346558	5527	DTR	NA	8	11	0.9828	NA	2	12.0280	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
k141_788698	7166	No terminal repeats	NA	7	11	0.9828	NA	0	8.5293	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_771950	3634	No terminal repeats	NA	7	11	0.9828	NA	1	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_434383	4197	No terminal repeats	NA	11	11	0.9828	NA	5	16.5387	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_848591	5352	No terminal repeats	NA	8	11	0.9828	NA	1	11.7161	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_189781	8201	No terminal repeats	NA	15	11	0.9828	NA	1	16.1287	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_293485	4257	No terminal repeats	NA	5	11	0.9828	NA	2	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1443625	4923	No terminal repeats	NA	9	11	0.9828	NA	1	11.5845	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_696506	8374	No terminal repeats	NA	11	11	0.9828	NA	1	15.2592	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_248068	3679	No terminal repeats	NA	6	11	0.9828	NA	0	10.0369	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1658013	5097	No terminal repeats	NA	10	11	0.9828	NA	2	17.1304	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_7627	6931	No terminal repeats	NA	8	11	0.9828	NA	2	11.3753	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_752473	6149	No terminal repeats	NA	8	11	0.9828	NA	1	11.5535	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1051040	4085	No terminal repeats	NA	5	11	0.9828	NA	1	8.5896	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1177785	4551	No terminal repeats	NA	6	11	0.9827	NA	3	8.4322	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1391697	3871	No terminal repeats	NA	7	11	0.9827	NA	2	8.3843	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
k141_11084	4273	No terminal repeats	NA	10	11	0.9827	NA	0	13.5114	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_716652	3721	No terminal repeats	NA	6	11	0.9827	NA	3	7.8592	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_338723	9004	No terminal repeats	NA	12	11	0.9827	NA	4	17.7073	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1204070	8562	No terminal repeats	NA	18	11	0.9827	NA	1	26.4637	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_798653	5527	DTR	NA	8	11	0.9827	NA	2	12.0280	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
k141_1939977	3741	No terminal repeats	NA	7	11	0.9827	NA	1	11.9153	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_694174	6371	No terminal repeats	NA	9	11	0.9827	NA	0	13.5945	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1565352	6324	No terminal repeats	NA	11	11	0.9827	NA	2	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1198469	7972	No terminal repeats	NA	10	11	0.9827	NA	1	11.4792	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_903659	7385	No terminal repeats	NA	12	11	0.9827	NA	2	19.5293	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_29752	4409	No terminal repeats	NA	10	11	0.9827	NA	1	16.3171	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_282496	25296	No terminal repeats	NA	23	11	0.9827	NA	6	28.7791	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
k141_199073	7752	No terminal repeats	NA	8	11	0.9827	NA	1	13.4458	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1026453	6133	No terminal repeats	NA	7	11	0.9827	NA	2	9.3803	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1396898	3953	No terminal repeats	NA	9	11	0.9827	NA	3	11.8508	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1529899	7131	No terminal repeats	NA	9	11	0.9827	NA	4	13.6437	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_410638	5527	DTR	NA	8	11	0.9826	NA	3	12.0280	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
k141_975034	4780	No terminal repeats	NA	14	11	0.9826	NA	0	24.0293	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1551187	7512	No terminal repeats	NA	13	11	0.9826	NA	1	20.5853	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1818033	9331	No terminal repeats	NA	12	11	0.9826	NA	1	18.8407	Unclassified
k141_101460	6532	No terminal repeats	NA	8	11	0.9826	NA	0	11.0976	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Demerecviridae
k141_1716175	5580	No terminal repeats	NA	9	11	0.9826	NA	2	14.7335	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1539571	5707	No terminal repeats	NA	6	11	0.9826	NA	2	9.8112	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_819750	5758	No terminal repeats	NA	6	11	0.9826	NA	3	9.9208	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
k141_1558249	5008	No terminal repeats	NA	8	11	0.9826	NA	2	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1174080	7692	No terminal repeats	NA	13	11	0.9826	NA	2	20.8574	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_319001	5227	No terminal repeats	NA	6	11	0.9826	NA	0	6.8110	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1029984	4774	No terminal repeats	NA	6	11	0.9826	NA	2	9.7137	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
k141_595847	4517	No terminal repeats	NA	15	11	0.9826	NA	1	18.7583	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1637619	6580	No terminal repeats	NA	8	11	0.9826	NA	2	11.9023	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1171430	3667	No terminal repeats	NA	11	11	0.9826	NA	0	17.1726	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_201765	7124	No terminal repeats	NA	9	11	0.9826	NA	5	13.7463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1262850	3886	No terminal repeats	NA	7	11	0.9826	NA	2	12.0023	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_69463	4154	No terminal repeats	NA	5	11	0.9826	NA	0	8.4198	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_719666	5366	No terminal repeats	NA	8	11	0.9825	NA	0	13.5752	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_544874	5298	No terminal repeats	NA	9	11	0.9825	NA	1	11.5694	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_351846	4905	No terminal repeats	NA	7	11	0.9825	NA	2	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_110566	3619	No terminal repeats	NA	7	11	0.9825	NA	1	11.5821	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_719283	5061	No terminal repeats	NA	5	11	0.9825	NA	2	8.1887	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1241614	28416	No terminal repeats	NA	28	11	0.9825	NA	5	41.5692	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_23321	4361	No terminal repeats	NA	8	11	0.9825	NA	0	11.3347	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1137675	3986	No terminal repeats	NA	5	11	0.9825	NA	0	7.5635	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_299405	3878	No terminal repeats	NA	7	11	0.9825	NA	0	9.8373	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_138629	5299	No terminal repeats	NA	7	11	0.9825	NA	1	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
k141_1182494	5312	No terminal repeats	NA	10	11	0.9825	NA	1	15.9627	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_66523	5166	No terminal repeats	NA	7	11	0.9825	NA	0	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_664846	6285	No terminal repeats	NA	7	11	0.9825	NA	2	10.0532	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kyanoviridae
k141_1126883	7137	No terminal repeats	NA	11	11	0.9825	NA	7	16.7706	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1060332	9254	No terminal repeats	NA	15	11	0.9825	NA	1	22.8544	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_541006	6342	No terminal repeats	NA	5	11	0.9825	NA	1	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_333259	4279	No terminal repeats	NA	12	11	0.9825	NA	1	20.5100	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_93275	6342	No terminal repeats	NA	10	11	0.9825	NA	2	11.7618	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1224042	4528	No terminal repeats	NA	10	11	0.9825	NA	1	14.8402	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_295667	8875	No terminal repeats	NA	12	11	0.9824	NA	1	15.1858	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_977916	6503	No terminal repeats	NA	9	11	0.9824	NA	2	15.4371	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_660666	8301	No terminal repeats	NA	11	11	0.9824	NA	3	18.3828	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_97964	4472	No terminal repeats	NA	11	11	0.9824	NA	2	11.9915	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1532460	3861	No terminal repeats	NA	6	11	0.9824	NA	0	8.5554	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1299850	4550	No terminal repeats	NA	6	11	0.9824	NA	2	8.5835	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_464890	5647	No terminal repeats	NA	5	11	0.9824	NA	2	8.5864	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1587833	5910	No terminal repeats	NA	11	11	0.9824	NA	1	14.5779	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_515075	3877	No terminal repeats	NA	7	11	0.9824	NA	3	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_1224376	4796	No terminal repeats	NA	6	11	0.9824	NA	1	9.8652	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_30346	6744	No terminal repeats	NA	7	11	0.9824	NA	1	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
