File,Median_pI,n_structural
k141_912674.faa,4.684777832031249,2
k141_848591.faa,4.836964225769043,3
k141_366096.faa,5.752469825744629,3
k141_883031.faa,5.4288854598999015,2
k141_577511.faa,5.158502388000487,1
k141_1065322.faa,4.374181175231934,1
k141_1025074.faa,8.92521266937256,1
k141_1992881.faa,6.317676734924316,2
k141_981815.faa,4.371197128295898,2
k141_450384.faa,4.753922462463378,1
k141_852640.faa,5.137415122985838,1
k141_745902.faa,8.05031223297119,1
k141_20719.faa,7.138074684143067,2
k141_566632.faa,5.263597679138183,1
k141_691202.faa,4.0500284194946286,1
k141_32484.faa,4.971217918395996,3
k141_90031.faa,4.684493637084961,2
k141_1965.faa,10.509845542907716,1
k141_548120.faa,5.055510139465332,3
k141_1210885.faa,4.615462684631347,2
k141_191449.faa,7.678174781799317,1
k141_272030.faa,9.637459373474119,1
k141_553058.faa,5.107404136657714,1
k141_2115.faa,7.15223274230957,2
k141_754980.faa,8.435768699645998,1
k141_110341.faa,7.069015312194824,4
k141_171967.faa,4.933363151550291,1
k141_1618236.faa,4.648997688293457,1
k141_224511.faa,4.559362602233888,1
k141_1480772.faa,4.575220680236817,1
k141_30127.faa,4.704188346862792,3
k141_1471166.faa,4.655306816101075,1
k141_171153.faa,6.620516014099121,2
k141_347459.faa,5.1283777236938475,1
k141_1262157.faa,4.666390419006347,1
k141_258545.faa,4.614553260803223,2
k141_288214.faa,4.359346199035645,1
k141_765427.faa,4.805361747741699,1
k141_1529899.faa,4.636947822570799,2
k141_1332038.faa,4.518268013000489,3
k141_93275.faa,6.018419456481933,1
k141_323678.faa,6.042917060852051,5
k141_203769.faa,6.808424568176269,3
k141_143281.faa,5.624923133850097,1
k141_1086848.faa,6.829996871948243,2
k141_221457.faa,9.124871253967285,1
k141_707667.faa,4.996454429626464,4
k141_163186.faa,5.962489891052246,1
k141_141441.faa,4.893291664123535,1
k141_1582629.faa,4.891984367370605,2
k141_679636.faa,4.5145166397094725,1
k141_410638.faa,6.390885353088379,3
k141_1496338.faa,5.17401943206787,1
k141_719666.faa,6.758008384704591,1
k141_1165708.faa,5.253878211975096,3
k141_348635.faa,5.006287574768066,1
k141_134544.faa,6.437834358215332,1
k141_260422.faa,4.323708152770997,1
k141_175915.faa,6.4210100173950195,1
k141_284015.faa,4.721183204650878,1
k141_178570.faa,4.626091575622559,1
k141_1277954.faa,5.0507072448730455,2
k141_102419.faa,5.597185707092284,2
k141_132531.faa,5.553590202331542,12
k141_1520470.faa,4.0500284194946286,1
k141_86123.faa,6.524229621887207,1
k141_275359.faa,4.418345069885254,1
k141_75097.faa,9.03081188201904,1
k141_421209.faa,7.922664833068849,3
k141_826479.faa,4.0500284194946286,1
k141_260567.faa,5.0833896636962885,2
k141_1626063.faa,5.693016242980956,1
k141_91122.faa,6.244468116760253,3
k141_1784575.faa,4.430281257629395,1
k141_1941218.faa,7.764740562438965,1
k141_1477323.faa,5.041414070129394,1
k141_1029902.faa,4.738632774353027,2
k141_282496.faa,4.7203022003173825,2
k141_1693784.faa,6.396114540100098,1
k141_170451.faa,5.049939918518065,3
k141_234240.faa,5.608439826965332,3
k141_742135.faa,5.937139701843263,3
k141_34818.faa,5.548872566223144,3
k141_1382061_provirus_23113_53718.faa,5.188655471801756,6
k141_164394.faa,5.238872718811035,1
k141_846011.faa,4.656045722961426,1
k141_396192.faa,4.660251808166504,1
k141_293029.faa,8.316824531555177,1
k141_316023.faa,4.281874656677247,1
k141_1277810.faa,9.215771675109863,3
k141_217117.faa,7.729670906066894,1
k141_637018.faa,11.000063133239745,1
k141_498657.faa,4.820367240905762,1
k141_783436.faa,5.0111188888549805,6
k141_140632.faa,5.6142374038696286,3
k141_340846.faa,4.539923667907716,3
k141_1587833.faa,4.710497474670409,1
k141_72247.faa,4.304894447326661,1
k141_1638_2.faa,5.121216011047363,3
k141_896634.faa,8.756756782531738,1
k141_12969.faa,5.373126411437988,4
k141_1396783.faa,4.692138481140136,2
k141_590299_provirus_4666_8852.faa,4.223671531677247,1
k141_300045.faa,5.280535697937012,1
k141_343140.faa,5.999378395080566,3
k141_303210_provirus_19858_59114.faa,5.612162780761718,4
k141_122274.faa,4.883401679992675,6
k141_360772.faa,4.7765159606933585,4
k141_200910.faa,8.929620361328125,2
k141_236939.faa,6.9166606903076175,2
k141_556500.faa,4.542936134338379,1
k141_1206812.faa,4.108004188537596,1
k141_138990.faa,5.442754173278809,1
k141_1652939.faa,4.6782129287719725,1
k141_1072736.faa,4.0500284194946286,1
k141_1060332.faa,4.634049034118653,1
k141_835994.faa,6.295793724060059,1
k141_414323.faa,7.956059455871582,1
k141_1434999.faa,5.331463432312011,1
k141_458883.faa,4.633025932312012,1
k141_472059.faa,5.347946739196778,1
k141_47162.faa,4.634901618957519,1
k141_426435.faa,4.779983139038085,2
k141_596484.faa,5.95669231414795,3
k141_10774.faa,8.801820182800295,1
k141_296608.faa,4.717147636413574,1
k141_1361268.faa,8.563480567932132,1
k141_55980.faa,5.21716022491455,3
k141_3789.faa,5.0049234390258786,1
k141_138629.faa,4.944105720520019,1
k141_1376258.faa,4.7373254776000975,2
k141_926533.faa,4.0500284194946286,1
k141_132258.faa,4.944105720520019,1
k141_1716175.faa,4.141880226135252,1
k141_343419.faa,5.176491928100585,12
k141_998626.faa,5.694380378723144,2
k141_949533.faa,4.926940345764159,2
k141_264298.faa,5.174928855895995,6
k141_148906.faa,5.482370948791503,1
k141_740877.faa,4.0500284194946286,1
k141_97964.faa,8.853781700134277,3
k141_300915.faa,4.849724578857421,2
k141_35889.faa,4.8515718460083,1
k141_30729.faa,6.152502632141112,3
k141_884960.faa,5.035843849182128,1
k141_74619.faa,4.32961940765381,1
k141_588251.faa,4.78012523651123,1
k141_1286795.faa,4.810335159301758,2
k141_342850.faa,7.337011718749999,2
k141_618765.faa,6.317676734924316,2
k141_1224042.faa,5.2888910293579094,2
k141_163403.faa,9.186760902404785,1
k141_368277.faa,4.7335456848144535,2
k141_1672025.faa,4.0500284194946286,1
k141_181487.faa,10.565030479431151,1
k141_171774.faa,9.840792655944824,1
k141_962604.faa,5.122352790832519,1
k141_1090210.faa,4.0500284194946286,1
k141_125204_provirus_12348_52569.faa,8.445073890686034,2
k141_1227012.faa,4.598325729370117,2
k141_146494.faa,8.099695014953614,1
k141_407159.faa,4.966415023803711,4
k141_817648.faa,4.812722396850585,2
k141_338723.faa,5.280876731872558,1
k141_723686.faa,4.2410074234008786,1
k141_463597.faa,4.925121498107909,3
k141_1299850.faa,4.403737449645996,1
k141_346558.faa,6.317676734924316,2
k141_343346.faa,6.143294715881347,5
k141_198707.faa,4.606254768371582,1
k141_69463.faa,4.510878944396972,2
k141_64147.faa,5.574933242797853,2
k141_257899.faa,5.60980396270752,3
k141_413516.faa,4.593693351745605,1
k141_553898.faa,4.0500284194946286,1
k141_434383.faa,4.464327812194824,2
k141_1760782.faa,4.0500284194946286,1
k141_1637619.faa,9.465780067443852,1
k141_562648.faa,5.018053245544433,3
k141_201765.faa,4.9435941696166985,3
k141_1266925.faa,4.214804649353028,1
k141_27487.faa,4.460775375366211,2
k141_22058.faa,5.1323564529418935,1
k141_169105.faa,4.935466194152831,1
k141_278701.faa,9.097085380554201,1
k141_263334.faa,8.63484706878662,1
k141_851226.faa,8.784284782409667,1
k141_485367.faa,5.17475833892822,1
k141_398390.faa,10.76675205230713,1
k141_861695.faa,5.043801307678222,1
k141_834737.faa,7.345944976806641,2
k141_693191.faa,5.794246482849121,2
k141_343423.faa,4.5690820693969725,1
k141_75277.faa,4.813717079162598,3
k141_330624.faa,6.902606773376465,1
k141_37553.faa,6.317676734924316,2
k141_355971.faa,4.644194793701171,2
k141_1165606.faa,4.371197128295898,2
k141_981699.faa,4.191500663757325,3
k141_936190.faa,6.070938682556151,1
k141_903659.faa,5.05556697845459,1
k141_263.faa,5.065684318542479,1
k141_469169.faa,5.237849617004394,5
k141_100328.faa,8.316824531555177,1
k141_515075.faa,5.995968055725096,1
k141_354318_provirus_96_6343.faa,7.654958343505859,2
k141_145338.faa,4.669914436340332,1
k141_17052.faa,5.728881645202637,4
k141_11436.faa,8.778998374938965,3
k141_154546.faa,4.713850975036621,2
k141_110310.faa,5.919405937194824,3
k141_360673.faa,6.124931907653809,2
k141_397589.faa,4.841852378845214,2
k141_4290.faa,4.529806327819824,5
k141_134271.faa,6.25498332977295,1
k141_307603.faa,5.831703376770019,1
k141_289774.faa,6.2209636688232415,2
k141_64730.faa,4.79157829284668,2
k141_1149919.faa,8.778998374938965,3
k141_735693.faa,4.696088790893555,2
k141_179601.faa,4.905568885803221,1
k141_19283.faa,6.946685409545898,2
k141_18016.faa,5.230346870422362,1
k141_958112.faa,4.674262619018554,2
k141_1291299.faa,4.0500284194946286,1
k141_157661.faa,4.790185737609863,1
k141_321983.faa,5.796861076354981,1
k141_1984287.faa,9.4524995803833,1
k141_429809.faa,6.172339439392089,1
k141_582526.faa,5.875639915466309,1
k141_2754.faa,5.150999641418456,3
k141_265682.faa,4.730050086975097,3
k141_195244.faa,6.963081550598144,4
k141_5946.faa,5.284116554260252,2
k141_1262850.faa,7.899778556823731,1
k141_237661.faa,4.744373512268066,1
k141_43789.faa,5.514769172668456,1
k141_1681280.faa,5.464864540100097,2
k141_267532.faa,7.922664833068849,3
k141_279693.faa,4.301029396057129,2
k141_1191343.faa,7.591171646118163,2
k141_461522.faa,5.576951026916503,1
k141_696112.faa,4.970763206481934,3
k141_639901.faa,5.036923789978026,2
k141_254932.faa,9.044414710998534,1
k141_167603.faa,5.036923789978026,2
k141_1831238.faa,5.075801658630371,2
k141_291688.faa,5.3752862930297844,2
k141_101647_provirus_6341_13323.faa,5.094729042053221,1
k141_639724_provirus_6003_41730.faa,5.188655471801756,6
k141_1055664.faa,4.620123481750488,2
k141_1924436.faa,4.962805747985839,2
k141_310618.faa,6.961884307861328,2
k141_1934180.faa,4.749773216247559,1
k141_103025.faa,4.1069242477416985,1
k141_301661.faa,4.616542625427246,1
k141_328581.faa,4.952517890930174,1
k141_1718649.faa,5.430704307556151,1
k141_364238.faa,4.959509086608886,1
k141_45138.faa,5.0104368209838865,2
k141_332056.faa,6.9445537567138675,2
k141_38845.faa,4.650702857971192,1
k141_1536726.faa,9.238142204284667,3
k141_676346.faa,5.311285591125488,1
k141_167521_2.faa,4.9928451538085925,2
k141_1723383.faa,4.236971855163574,1
k141_223822.faa,9.124871253967285,1
k141_41414.faa,5.485383415222167,3
k141_227852.faa,4.906194114685058,1
k141_648680.faa,4.995687103271484,2
k141_588408.faa,5.204144096374511,1
k141_513628.faa,5.2268796920776355,1
k141_1304695.faa,10.244235801696775,1
k141_734561.faa,4.905568885803221,1
k141_17256.faa,5.156683540344236,1
k141_1420587.faa,4.231401634216309,1
k141_339503.faa,4.983921432495116,2
k141_237089.faa,4.618674087524414,2
k141_413402.faa,5.240236854553221,1
k141_1833370.faa,4.514573478698731,1
k141_464890.faa,4.788395309448241,4
k141_1157710.faa,4.200850677490234,2
k141_1722856.faa,4.838726234436035,1
k141_1140522.faa,4.112494468688964,1
k141_1493770.faa,4.374181175231934,1
k141_258895.faa,4.450800132751464,2
k141_476.faa,4.278691673278809,1
k141_583414.faa,5.003275108337402,4
k141_1208354_2.faa,4.507070732116699,3
k141_131079.faa,9.118682289123537,3
k141_37024.faa,7.880631446838378,3
k141_907821.faa,4.809624671936036,3
k141_1149300.faa,4.779556846618653,1
k141_119287.faa,5.623104286193848,1
k141_587314.faa,5.061023521423339,2
k141_1147475.faa,5.096491050720213,2
k141_101379.faa,7.705286979675294,1
k141_1632528.faa,5.711204719543456,10
k141_645990.faa,6.6308595657348635,1
k141_405897.faa,4.4625658035278315,1
k141_176324.faa,7.875218391418456,2
k141_76708.faa,5.029762077331543,1
k141_715396.faa,4.816644287109375,2
k141_1537601.faa,6.1561403274536115,5
k141_319001.faa,6.008017921447753,1
k141_1787191.faa,5.299491500854492,2
k141_1277081.faa,4.787400627136231,3
k141_1211338.faa,4.718113899230956,1
k141_449525.faa,6.124651527404785,2
k141_765063.faa,4.66786823272705,1
k141_1563654.faa,4.443297386169434,1
k141_79765.faa,7.191552162170409,2
k141_894118.faa,4.637345695495605,2
k141_25973.faa,6.742221641540527,2
k141_1126883.faa,5.490157890319824,5
k141_1547052.faa,5.0069696426391594,2
k141_68696.faa,4.216339302062988,1
k141_788698.faa,6.008017921447753,1
k141_418233.faa,6.361101722717284,3
k141_1227516.faa,4.816672706604003,3
k141_220939.faa,4.944105720520019,1
k141_856927.faa,7.776643943786622,3
k141_1624613.faa,4.230946922302246,1
k141_430622.faa,6.317676734924316,2
k141_787805.faa,7.937879371643066,1
k141_418179.faa,4.264254570007325,1
k141_764744.faa,4.290031051635743,2
k141_1558953.faa,4.362301826477051,1
