contig_id,Median_pI,n_structural
WATLvirus_00024738,4.917618751525878,1
WATLvirus_00024739,4.661246490478516,4
WATLvirus_00024743,9.489439964294434,1
WATLvirus_00024746,4.41067180633545,3
WATLvirus_00024749,6.342629051208497,1
WATLvirus_00024760,4.467681312561035,5
WATLvirus_00024763,4.528328514099121,1
WATLvirus_00024765,7.3838113784790025,2
WATLvirus_00024774,4.548449516296387,1
WATLvirus_00024778,4.995545005798339,1
WATLvirus_00024783,5.074437522888182,7
WATLvirus_00024784,4.414508438110351,4
WATLvirus_00024785,6.697190666198731,1
WATLvirus_00024788,4.144153785705566,1
WATLvirus_00024797,5.553675460815429,2
WATLvirus_00024798,4.644677925109863,3
WATLvirus_00024803,4.454324150085449,1
WATLvirus_00024805,5.236314964294433,3
WATLvirus_00024806,5.771681404113769,3
WATLvirus_00024807,4.759549522399902,5
WATLvirus_00024809,9.219639778137207,5
WATLvirus_00024813,9.14743518829346,1
WATLvirus_00024820,9.142535591125487,1
WATLvirus_00024825,5.1078588485717775,1
WATLvirus_00024827,4.9643404006958,1
WATLvirus_00024833,4.553394508361817,3
WATLvirus_00024835,5.025385475158691,4
WATLvirus_00024839,9.025847816467284,3
WATLvirus_00024840,4.747272300720215,4
WATLvirus_00024851,4.913753700256346,3
WATLvirus_00024858,5.480495262145996,3
WATLvirus_00024859,4.563057136535646,5
WATLvirus_00024874,4.473081016540527,5
WATLvirus_00024875,7.8086847305297855,1
WATLvirus_00024876,4.774185562133789,4
WATLvirus_00024895,4.7394569396972654,4
WATLvirus_00024904,5.658173942565917,1
WATLvirus_00024908,4.749261665344238,4
WATLvirus_00024912,6.173917961120605,2
WATLvirus_00024919,4.707456588745117,4
WATLvirus_00024924,4.985029792785644,3
WATLvirus_00024938,4.8473373413085925,2
WATLvirus_00024948,5.42243423461914,4
WATLvirus_00024949,5.21744441986084,2
WATLvirus_00024955,4.7054956436157225,2
WATLvirus_00024963,6.7198694229125975,1
WATLvirus_00024969,5.511728286743164,2
WATLvirus_00024972,4.265277671813965,1
WATLvirus_00024976,4.672727966308592,2
WATLvirus_00024996,4.796949577331542,2
WATLvirus_00030610,5.669655418395997,1
WATLvirus_00030611,6.453351402282714,1
WATLvirus_00030616,4.423034286499023,2
WATLvirus_00030617,4.9741735458374015,3
WATLvirus_00030621,4.1722322463989245,1
WATLvirus_00030626,5.411663246154785,2
WATLvirus_00030634,4.971558952331542,2
WATLvirus_00030636,5.569391441345213,1
WATLvirus_00030639,9.072587394714354,1
WATLvirus_00030653,4.48910961151123,3
WATLvirus_00030654,9.747764778137206,3
WATLvirus_00030656,4.744856643676758,2
WATLvirus_00030664,4.525571823120117,2
WATLvirus_00030669,4.544158172607421,6
WATLvirus_00030677,7.8630594253540025,2
WATLvirus_00030681,4.4768892288208,1
WATLvirus_00030689,5.7028493881225595,5
WATLvirus_00030696,4.368412017822266,4
WATLvirus_00030698,4.0500284194946286,1
WATLvirus_00030702,4.639420318603515,2
WATLvirus_00030709,5.562400245666503,5
WATLvirus_00030711,5.598890876770019,1
WATLvirus_00030715,5.20107479095459,3
WATLvirus_00030725,4.360028266906738,6
WATLvirus_00030730,7.444602775573731,2
WATLvirus_00030734,5.299349403381346,1
WATLvirus_00030741,4.464668846130371,1
WATLvirus_00030742,4.789503669738769,1
WATLvirus_00030743,8.43812255859375,2
WATLvirus_00030744,6.552609252929688,2
WATLvirus_00030748,4.569650459289551,1
WATLvirus_00030750,4.436590385437013,1
WATLvirus_00030751,5.140029716491698,1
WATLvirus_00030752,4.806328010559082,1
WATLvirus_00030753,5.060796165466308,3
WATLvirus_00030759,4.247828102111817,1
WATLvirus_00030760,5.569902992248534,1
WATLvirus_00030765,5.0809740066528315,4
WATLvirus_00030767,7.541619873046873,2
WATLvirus_00030768,6.2108762741088865,3
WATLvirus_00030785,5.160378074645996,4
WATLvirus_00030786,6.190812110900879,1
WATLvirus_00030789,5.182829475402832,4
WATLvirus_00030790,4.69049015045166,1
WATLvirus_00030796,4.30412712097168,4
WATLvirus_00030800,4.737751770019531,2
WATLvirus_00030808,4.727606010437011,1
WATLvirus_00030813,8.555422019958495,1
WATLvirus_00030814,4.380660820007325,4
WATLvirus_00035265,4.600798225402832,3
WATLvirus_00035272,4.0500284194946286,2
WATLvirus_00035274,4.0500284194946286,1
WATLvirus_00035277,4.347125816345215,1
WATLvirus_00035286,5.745791244506835,2
WATLvirus_00035292,4.677417182922363,1
WATLvirus_00035303,4.251067924499512,1
WATLvirus_00036420,5.049797821044921,2
WATLvirus_00036422,5.105187416076659,1
WATLvirus_00036423,5.64044017791748,6
WATLvirus_00036430,5.327598381042479,1
WATLvirus_00036431,4.696060371398924,1
WATLvirus_00036434,6.036210060119628,3
WATLvirus_00036435,5.420984840393065,2
WATLvirus_00036436,4.62629051208496,2
WATLvirus_00036437,5.176292991638182,3
WATLvirus_00036438,5.197323417663574,2
WATLvirus_00036439,8.341709327697757,1
WATLvirus_00036452,4.8842826843261715,2
WATLvirus_00036453,4.811784553527832,2
WATLvirus_00036456,4.740451622009277,1
WATLvirus_00036466,4.890080261230468,2
WATLvirus_00036478,6.82581729888916,1
WATLvirus_00036483,6.738512611389161,1
WATLvirus_00036487,4.89911766052246,2
WATLvirus_00036489,4.548108482360839,1
WATLvirus_00036492,4.6064252853393555,2
WATLvirus_00036510,4.912616920471191,1
WATLvirus_00036511,4.593238639831543,1
WATLvirus_00036515,4.594716453552246,3
WATLvirus_00036518,4.988781166076659,3
WATLvirus_00036527,4.82195873260498,1
WATLvirus_00036529,7.9167982101440435,3
WATLvirus_00036539,7.814100074768066,1
WATLvirus_00036550,5.06540012359619,1
WATLvirus_00036551,5.125763130187988,1
WATLvirus_00036554,4.545493888854981,1
WATLvirus_00036575,8.128770256042483,1
WATLvirus_00036605,9.812555503845214,1
WATLvirus_00036607,8.75385570526123,1
WATLvirus_00036615,5.316628456115722,1
WATLvirus_00036631,7.91628246307373,1
WATLvirus_00045143,6.397236633300782,2
WATLvirus_00045144,6.418913078308106,2
WATLvirus_00045926,5.1984317779541005,8
WATLvirus_00045927,4.6739500045776365,1
WATLvirus_00045928,4.6509302139282225,5
WATLvirus_00045930,4.860381889343262,5
WATLvirus_00045934,4.937626075744627,1
WATLvirus_00045935,5.126303100585938,4
WATLvirus_00045936,5.138949775695801,2
WATLvirus_00045937,7.611515045166017,2
WATLvirus_00045939,4.968177032470702,2
WATLvirus_00045944,5.575927925109862,1
WATLvirus_00045953,5.786573219299316,3
WATLvirus_00045958,5.2041156768798835,2
WATLvirus_00045967,6.2145708084106435,1
WATLvirus_00045974,5.325495338439941,1
WATLvirus_00046124,5.125592613220214,1
WATLvirus_00046125,4.544953918457031,2
WATLvirus_00046127,4.1829748153686515,1
WATLvirus_00046129,4.278123283386231,1
WATLvirus_00046132,6.220595741271972,3
WATLvirus_00046138,4.4616847991943365,2
WATLvirus_00046141,5.66073169708252,1
WATLvirus_00046142,4.420220756530762,1
WATLvirus_00046143,9.927953910827636,1
WATLvirus_00046144,4.980710029602051,2
WATLvirus_00046147,10.643939781188966,1
WATLvirus_00046152,4.933761024475095,1
WATLvirus_00046153,5.990625190734862,1
WATLvirus_00046154,5.020781517028809,1
WATLvirus_00046157,4.810079383850097,2
WATLvirus_00046164,4.791663551330567,1
WATLvirus_00046165,4.5733449935913075,2
WATLvirus_00046183,5.310091972351074,4
WATLvirus_00046187,4.843671226501464,1
WATLvirus_00046189,4.427268791198731,2
WATLvirus_00046195,4.593210220336913,2
WATLvirus_00046205,4.797404289245605,6
WATLvirus_00046206,4.606368446350097,1
WATLvirus_00046213,4.971956825256347,2
WATLvirus_00046218,4.297903251647949,1
WATLvirus_00046237,5.808228874206543,1
WATLvirus_00046240,4.309612083435059,1
WATLvirus_00046241,4.81650218963623,1
WATLvirus_00046244,4.998955345153808,3
WATLvirus_00046246,5.2741697311401365,1
WATLvirus_00046262,5.304805946350096,1
WATLvirus_00046264,4.7431230545043945,1
WATLvirus_00046269,5.000688934326172,8
WATLvirus_00046274,4.6564435958862305,1
WATLvirus_00046277,5.170268058776854,1
WATLvirus_00046280,5.04539279937744,1
WATLvirus_00046287,4.0500284194946286,1
WATLvirus_00046288,4.623363304138183,1
WATLvirus_00046290,5.524801254272461,2
WATLvirus_00046307,11.878767204284667,1
WATLvirus_00046311,5.116555213928222,1
WATLvirus_00046314,7.173466110229492,2
WATLvirus_00046316,4.618190956115721,1
WATLvirus_00046318,4.659399223327637,1
WATLvirus_00046326,5.200449562072753,1
WATLvirus_00046336,4.991935729980469,2
WATLvirus_00046339,5.3460710525512685,1
WATLvirus_00046341,4.931203269958496,2
WATLvirus_00046344,4.870953941345214,3
WATLvirus_00046350,4.280567359924317,1
WATLvirus_00046351,4.791606712341309,1
WATLvirus_00046352,6.973213577270506,4
WATLvirus_00046356,4.5894872665405275,1
WATLvirus_00046368,5.236314964294433,1
WATLvirus_00046373,4.9770723342895495,3
WATLvirus_00046375,5.085805320739746,1
WATLvirus_00046377,4.9316864013671875,2
WATLvirus_00046378,4.388788795471191,1
WATLvirus_00046380,6.836840820312499,2
WATLvirus_00046381,4.457762908935546,2
WATLvirus_00046394,5.080576133728026,1
WATLvirus_00046395,4.9634309768676745,1
WATLvirus_00046398,4.699129676818846,1
WATLvirus_00046411,4.634503746032714,2
WATLvirus_00046417,4.354628562927246,4
WATLvirus_00046419,4.2530004501342775,1
WATLvirus_00046423,4.606197929382325,1
WATLvirus_00046427,4.9054836273193345,2
WATLvirus_00046429,4.970763206481934,1
WATLvirus_00046438,4.6304113388061525,1
WATLvirus_00046441,5.292528724670409,1
WATLvirus_00046457,4.872261238098144,1
WATLvirus_00046467,6.2458038330078125,2
WATLvirus_00046476,4.6912858963012685,1
WATLvirus_00046487,4.052245140075684,1
WATLvirus_00046491,4.395268440246583,1
WATLvirus_00046501,4.889824485778808,1
WATLvirus_00046503,4.496697616577149,2
WATLvirus_00046507,11.383972358703613,1
WATLvirus_00046518,4.591618728637695,2
WATLvirus_00046528,4.75000057220459,1
WATLvirus_00046529,4.31685905456543,2
WATLvirus_00046531,4.628365135192871,2
WATLvirus_00046536,5.843923759460449,3
WATLvirus_00046538,4.717147636413575,2
WATLvirus_00046547,9.3405179977417,1
WATLvirus_00046565,4.0500284194946286,3
WATLvirus_00046567,4.52679386138916,1
WATLvirus_00046570,4.445286750793457,1
WATLvirus_00046573,4.826392173767089,1
WATLvirus_00046577,4.705836677551268,1
WATLvirus_00046583,4.345022773742676,1
WATLvirus_00046584,7.65447292327881,1
WATLvirus_00046586,4.5394689559936525,1
WATLvirus_00046592,5.217899131774902,1
WATLvirus_00046597,4.8186904907226555,2
WATLvirus_00046613,5.886666679382324,2
WATLvirus_00046623,4.577551078796388,1
WATLvirus_00046628,4.507923316955566,4
WATLvirus_00046636,4.966500282287597,1
WATLvirus_00046645,4.118462562561034,1
WATLvirus_00046646,4.3117151260375985,1
WATLvirus_00046661,4.823550224304199,1
WATLvirus_00046667,4.0500284194946286,1
WATLvirus_00046671,4.544300270080567,1
WATLvirus_00046681,4.187067222595215,1
WATLvirus_00046735,7.273750114440917,2
WATLvirus_00046746,8.023235511779784,1
WATLvirus_00046756,4.447730827331543,1
WATLvirus_00046758,4.32831211090088,1
WATLvirus_00046769,4.236460304260253,1
WATLvirus_00046776,4.0500284194946286,1
WATLvirus_00046780,6.9312536239624025,1
WATLvirus_00056091,4.217021369934082,1
WATLvirus_00056092,4.14898509979248,3
WATLvirus_00056093,4.578005790710449,2
WATLvirus_00056095,5.225004005432129,2
WATLvirus_00056119,4.497578620910645,6
WATLvirus_00056130,4.673836326599121,3
WATLvirus_00056133,7.772015953063964,1
WATLvirus_00056141,4.098455238342285,1
WATLvirus_00056144,4.546232795715333,5
WATLvirus_00056162,5.920855331420897,4
WATLvirus_00056181,7.252362060546877,2
WATLvirus_00056197,6.040472984313964,1
WATLvirus_00057274,4.216566658020019,6
WATLvirus_00057275,4.4502885818481435,2
WATLvirus_00057278,4.0500284194946286,3
WATLvirus_00057334,4.826164817810058,4
WATLvirus_00057339,4.119258308410645,2
WATLvirus_00057341,4.683839988708496,1
WATLvirus_00057347,5.342603874206542,1
WATLvirus_00057356,4.1287788391113285,2
WATLvirus_00057362,4.072707176208497,1
WATLvirus_00057364,4.338827323913574,2
WATLvirus_00057373,5.080831909179687,4
WATLvirus_00057387,10.439188194274898,1
WATLvirus_00057407,6.885468101501465,2
WATLvirus_00057423,4.924553108215331,3
WATLvirus_00057425,7.882465171813965,2
WATLvirus_00057426,4.270279502868652,2
WATLvirus_00057434,4.077879524230957,1
WATLvirus_00057445,4.0500284194946286,1
WATLvirus_00057451,4.34155559539795,3
WATLvirus_00057462,5.205735588073729,1
WATLvirus_00057463,4.116416358947753,3
WATLvirus_00057468,4.805418586730957,1
WATLvirus_00057473,4.506047630310059,1
WATLvirus_00057499,5.048121070861815,2
WATLvirus_00057502,4.402486991882324,1
WATLvirus_00057517,4.968660163879394,1
WATLvirus_00057524,4.54162883758545,3
WATLvirus_00057526,4.402202796936035,5
WATLvirus_00057537,4.266187095642088,2
WATLvirus_00057542,4.688443946838378,3
WATLvirus_00057544,5.298724174499512,1
WATLvirus_00060528,4.7502847671508786,3
WATLvirus_00060530,4.713197326660156,2
WATLvirus_00060532,5.189962768554686,2
WATLvirus_00060610,4.093339729309082,1
WATLvirus_00060613,5.3044649124145495,3
WATLvirus_00060614,4.8485025405883775,1
WATLvirus_00060615,4.171294403076171,2
WATLvirus_00060617,4.845717430114745,5
WATLvirus_00060619,4.663718986511231,3
WATLvirus_00060621,4.57954044342041,3
WATLvirus_00060627,4.7775674819946286,1
WATLvirus_00060629,4.105162239074706,1
WATLvirus_00060634,4.0500284194946286,1
WATLvirus_00060635,4.371737098693848,1
WATLvirus_00060639,4.541685676574708,1
WATLvirus_00060641,4.75491714477539,4
WATLvirus_00060644,5.080576133728027,4
WATLvirus_00060645,6.201213645935058,1
WATLvirus_00060654,4.92898654937744,1
WATLvirus_00060665,4.488029670715333,2
WATLvirus_00060666,4.840999794006346,1
WATLvirus_00060669,4.455460929870605,1
WATLvirus_00060676,4.500932121276856,1
WATLvirus_00060679,4.645473670959473,7
WATLvirus_00060683,5.1553762435913075,3
WATLvirus_00060685,4.483027839660645,3
WATLvirus_00060688,8.162358283996582,1
WATLvirus_00060692,5.066252708435058,1
WATLvirus_00060696,4.3256406784057635,3
WATLvirus_00060699,11.755181312561035,1
WATLvirus_00060700,4.366081619262695,2
WATLvirus_00060701,4.16927661895752,1
WATLvirus_00060712,4.0500284194946286,1
WATLvirus_00060713,4.96900119781494,2
WATLvirus_00060715,4.3260385513305675,1
WATLvirus_00060717,4.638908767700196,2
WATLvirus_00060721,4.720330619812012,1
WATLvirus_00060724,4.622027587890625,2
WATLvirus_00060731,4.381968116760254,4
WATLvirus_00060732,4.0500284194946286,1
WATLvirus_00060734,4.84276180267334,1
WATLvirus_00060741,4.733176231384278,3
WATLvirus_00060742,4.789873123168945,2
WATLvirus_00060745,4.487290763854981,1
WATLvirus_00060749,4.584599113464355,1
WATLvirus_00060761,4.537934303283691,2
WATLvirus_00060763,5.574620628356932,1
WATLvirus_00060771,4.453414726257324,3
WATLvirus_00060774,6.899281311035155,2
WATLvirus_00060782,4.6193845748901365,3
WATLvirus_00060794,5.467024421691894,1
WATLvirus_00060796,4.796494865417481,3
WATLvirus_00060801,6.33654727935791,1
WATLvirus_00060808,5.575245857238768,1
WATLvirus_00060820,4.904972076416016,2
WATLvirus_00060826,4.476832389831543,1
WATLvirus_00060831,5.03010311126709,2
WATLvirus_00060837,7.2904973983764645,2
WATLvirus_00060840,5.565355873107909,1
WATLvirus_00060854,4.206733512878418,1
WATLvirus_00060858,4.988838005065917,2
WATLvirus_00060876,4.559874153137208,1
WATLvirus_00060882,7.986166191101074,1
WATLvirus_00060898,4.324731254577638,3
WATLvirus_00060905,4.0500284194946286,1
WATLvirus_00060920,4.683896827697753,2
WATLvirus_00060925,4.527362251281737,1
WATLvirus_00060930,4.851458168029784,1
WATLvirus_00060947,5.339392471313477,2
WATLvirus_00060990,4.565046501159668,1
WATLvirus_00061010,4.953143119812012,1
WATLvirus_00061028,5.334191703796387,1
WATLvirus_00061032,6.870309257507326,2
WATLvirus_00067634,5.120846557617186,4
WATLvirus_00067635,5.808143615722656,10
WATLvirus_00067646,4.689921760559081,2
WATLvirus_00067695,5.255498123168945,2
WATLvirus_00067697,4.4056699752807615,2
WATLvirus_00067703,5.212044715881347,3
WATLvirus_00067705,5.452473640441894,1
WATLvirus_00067706,5.188172340393065,3
WATLvirus_00067707,4.683783149719238,2
WATLvirus_00067713,5.021833038330077,2
WATLvirus_00067715,5.009243202209471,1
WATLvirus_00067716,5.640042304992675,1
WATLvirus_00067718,5.364145851135253,5
WATLvirus_00067719,4.480072212219238,1
WATLvirus_00067721,5.084725379943847,1
WATLvirus_00067722,7.028148460388184,2
WATLvirus_00067723,4.793482398986817,1
WATLvirus_00067729,4.265902900695801,1
WATLvirus_00067730,5.341921806335449,2
WATLvirus_00067733,4.951381111145018,1
WATLvirus_00067737,4.231572151184082,1
WATLvirus_00067743,4.925064659118651,1
WATLvirus_00067744,4.334223365783692,1
WATLvirus_00067746,5.59704360961914,2
WATLvirus_00067751,4.800274658203125,2
WATLvirus_00067752,4.393222236633301,3
WATLvirus_00067756,7.376156425476076,2
WATLvirus_00067758,6.281129264831543,1
WATLvirus_00067764,4.605231666564941,1
WATLvirus_00067769,5.3660783767700195,4
WATLvirus_00067774,5.023850822448731,3
WATLvirus_00067776,4.504399299621583,1
WATLvirus_00067793,6.3855993270874025,1
WATLvirus_00067800,4.723058891296386,2
WATLvirus_00067812,4.19343318939209,2
WATLvirus_00067822,5.4231731414794915,2
WATLvirus_00067823,7.963022041320801,3
WATLvirus_00067826,9.449082756042483,1
WATLvirus_00067836,4.7329772949218745,2
WATLvirus_00067839,6.69034194946289,2
WATLvirus_00067847,9.183021736145019,3
WATLvirus_00067851,4.5641370773315435,1
WATLvirus_00067853,5.499308967590332,2
WATLvirus_00067855,5.072789192199706,1
WATLvirus_00067861,5.119738197326659,1
WATLvirus_00067874,5.278887367248534,2
WATLvirus_00067880,4.402941703796387,1
WATLvirus_00067887,4.543561363220214,3
WATLvirus_00067893,4.866463661193847,1
WATLvirus_00067919,4.809113121032715,1
WATLvirus_00067921,4.436363029479981,1
WATLvirus_00067925,7.65636806488037,2
WATLvirus_00067927,4.363154411315918,1
WATLvirus_00113154,4.372646522521973,1
WATLvirus_00113155,4.196729850769043,3
WATLvirus_00113157,4.82690372467041,1
WATLvirus_00113162,4.319502067565918,3
WATLvirus_00113163,5.5525102615356445,1
WATLvirus_00113171,6.591031265258789,2
WATLvirus_00113190,4.75753173828125,2
WATLvirus_00114208,5.264563941955565,6
WATLvirus_00114210,5.450995826721191,4
WATLvirus_00114212,5.928443336486816,7
WATLvirus_00114213,4.643882179260253,7
WATLvirus_00114217,4.891899108886718,10
WATLvirus_00114222,5.1553762435913075,3
WATLvirus_00114274,7.923438453674317,1
WATLvirus_00114275,11.111722373962401,1
WATLvirus_00114281,6.81075496673584,1
WATLvirus_00114286,4.7281459808349595,2
WATLvirus_00114289,6.608521842956543,1
WATLvirus_00114290,11.331688499450681,1
WATLvirus_00114291,4.651498603820801,1
WATLvirus_00114292,7.752206420898439,6
WATLvirus_00114294,5.227959632873534,1
WATLvirus_00114296,4.941150093078613,2
WATLvirus_00114299,5.465944480895996,1
WATLvirus_00114308,4.818662071228027,1
WATLvirus_00114316,6.22559757232666,1
WATLvirus_00114318,6.920931243896486,2
WATLvirus_00114330,6.611079597473145,1
WATLvirus_00114333,4.570105171203613,5
WATLvirus_00114334,4.0500284194946286,1
