seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
genomad_k141_2618580	7458	No terminal repeats	NA	12	11	0.9834	NA	3	19.6612	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_316343	4731	No terminal repeats	NA	5	11	0.9834	NA	3	8.2516	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_355619	5965	No terminal repeats	NA	7	11	0.9834	NA	4	11.0443	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_830614	27651	No terminal repeats	NA	23	11	0.9834	NA	1	34.5050	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_3340852	4746	No terminal repeats	NA	8	11	0.9834	NA	2	13.7214	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_2881733	5055	No terminal repeats	NA	7	11	0.9834	NA	2	11.6249	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_3299507	4910	No terminal repeats	NA	8	11	0.9834	NA	5	12.5090	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1652489	5145	No terminal repeats	NA	7	11	0.9834	NA	1	11.4701	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_3528157	9885	No terminal repeats	NA	10	11	0.9834	NA	1	16.0808	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_2916672	6547	No terminal repeats	NA	12	11	0.9834	NA	1	14.9949	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1811258	25022	No terminal repeats	NA	34	11	0.9834	NA	5	47.3734	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_2048224	6131	No terminal repeats	NA	7	11	0.9834	NA	2	11.1971	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1609344	6276	No terminal repeats	NA	7	11	0.9834	NA	3	12.0252	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_2374661	5184	No terminal repeats	NA	8	11	0.9834	NA	2	13.2723	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_3629319	5286	No terminal repeats	NA	11	11	0.9834	NA	0	15.4343	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_3164259	7089	No terminal repeats	NA	9	11	0.9834	NA	2	12.6951	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_479352	5278	No terminal repeats	NA	14	11	0.9834	NA	1	21.8292	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_2091529	9795	No terminal repeats	NA	12	11	0.9834	NA	0	18.0632	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_298065	6252	No terminal repeats	NA	7	11	0.9834	NA	0	11.9824	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_2508567	6153	No terminal repeats	NA	7	11	0.9833	NA	0	11.7616	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_2928384	4154	No terminal repeats	NA	10	11	0.9833	NA	6	15.7619	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_594084	6044	No terminal repeats	NA	11	11	0.9833	NA	2	16.4213	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_897736	4341	No terminal repeats	NA	8	11	0.9833	NA	2	11.7665	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1018694	8919	No terminal repeats	NA	14	11	0.9833	NA	3	21.2420	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_802296	4940	No terminal repeats	NA	14	11	0.9833	NA	3	22.0250	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_3602678	7748	No terminal repeats	NA	11	11	0.9833	NA	3	18.6909	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1999019	5479	No terminal repeats	NA	6	11	0.9833	NA	0	10.3018	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1501011	7512	No terminal repeats	NA	11	11	0.9833	NA	0	14.1111	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1677454	6939	No terminal repeats	NA	7	11	0.9833	NA	1	9.8900	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_238615	4504	No terminal repeats	NA	9	11	0.9833	NA	0	13.7348	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1464881	5706	No terminal repeats	NA	12	11	0.9833	NA	1	19.6688	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_198611	6158	No terminal repeats	NA	11	11	0.9833	NA	1	18.4838	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_9768	4664	No terminal repeats	NA	8	11	0.9833	NA	2	13.5334	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_3219638	7611	No terminal repeats	NA	10	11	0.9833	NA	2	14.8146	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_778048	7159	No terminal repeats	NA	8	11	0.9833	NA	0	13.6882	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_2811541	4702	No terminal repeats	NA	7	11	0.9833	NA	3	11.6394	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1277039	4590	No terminal repeats	NA	6	11	0.9833	NA	1	10.0947	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_109926	5402	No terminal repeats	NA	9	11	0.9833	NA	1	13.3704	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_2218989	6463	No terminal repeats	NA	7	11	0.9833	NA	1	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_3658490	3825	No terminal repeats	NA	8	11	0.9833	NA	0	11.8285	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_2554620	3921	No terminal repeats	NA	6	11	0.9833	NA	0	10.0736	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_273208	7877	No terminal repeats	NA	13	11	0.9833	NA	4	21.3857	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1028109	7013	No terminal repeats	NA	6	11	0.9833	NA	0	9.9616	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_196105	4592	No terminal repeats	NA	9	11	0.9833	NA	3	13.1579	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_736287	6989	No terminal repeats	NA	6	11	0.9833	NA	0	9.5965	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_3648715	6689	No terminal repeats	NA	10	11	0.9833	NA	5	15.1937	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1931697	6643	No terminal repeats	NA	11	11	0.9833	NA	1	17.7928	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_3793981	4900	No terminal repeats	NA	9	11	0.9833	NA	2	13.5536	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1644206	3998	No terminal repeats	NA	10	11	0.9833	NA	2	16.7620	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_2807532	5850	No terminal repeats	NA	13	11	0.9833	NA	1	16.3577	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1695713	5376	No terminal repeats	NA	14	11	0.9833	NA	0	20.0348	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1400188	7042	No terminal repeats	NA	5	11	0.9833	NA	2	8.5756	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_2271660	9904	No terminal repeats	NA	10	11	0.9833	NA	2	17.1828	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_3033450	5651	No terminal repeats	NA	14	11	0.9833	NA	2	21.6081	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_3097139	7505	No terminal repeats	NA	8	11	0.9833	NA	3	11.5663	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1903644	7560	No terminal repeats	NA	8	11	0.9833	NA	0	11.5967	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_2334265	5266	No terminal repeats	NA	6	11	0.9833	NA	3	9.8261	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_2402225	3653	No terminal repeats	NA	13	11	0.9833	NA	1	19.9426	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_484892	5962	No terminal repeats	NA	11	11	0.9832	NA	2	17.7077	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1084369	5601	No terminal repeats	NA	6	11	0.9832	NA	0	10.3087	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_142123	4746	No terminal repeats	NA	6	11	0.9832	NA	0	9.8336	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_3231423	4484	No terminal repeats	NA	6	11	0.9832	NA	1	10.0947	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_2925773	3513	No terminal repeats	NA	9	11	0.9832	NA	2	14.6452	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1746542	4719	No terminal repeats	NA	5	11	0.9832	NA	0	8.2284	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_328007	7818	No terminal repeats	NA	7	11	0.9832	NA	2	12.0169	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kyanoviridae
genomad_k141_3698048	5994	No terminal repeats	NA	11	11	0.9832	NA	2	16.8257	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_470970	4556	No terminal repeats	NA	8	11	0.9832	NA	0	13.6549	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_2140670	8148	No terminal repeats	NA	7	11	0.9832	NA	2	12.0122	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_2986771	8610	No terminal repeats	NA	15	11	0.9832	NA	8	22.0766	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_912289	5000	No terminal repeats	NA	5	11	0.9832	NA	0	8.5488	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_33599	7256	No terminal repeats	NA	9	11	0.9832	NA	4	12.5670	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_2084587	4739	No terminal repeats	NA	6	11	0.9832	NA	2	9.6609	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_910491	9415	No terminal repeats	NA	11	11	0.9832	NA	1	18.1184	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_4890	16083	No terminal repeats	NA	20	11	0.9832	NA	6	29.9096	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_319231	5580	No terminal repeats	NA	7	11	0.9832	NA	0	12.0114	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_740906	4210	No terminal repeats	NA	8	11	0.9832	NA	1	10.5944	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_680793	4917	No terminal repeats	NA	5	11	0.9832	NA	0	8.5488	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_179662	21048	No terminal repeats	NA	26	11	0.9832	NA	5	42.8025	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_143824	7983	No terminal repeats	NA	10	11	0.9832	NA	5	16.1891	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1060291	7290	No terminal repeats	NA	5	11	0.9832	NA	0	8.0775	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_568855	3573	No terminal repeats	NA	7	11	0.9832	NA	2	12.0262	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_3776166	4309	No terminal repeats	NA	5	11	0.9832	NA	0	8.0797	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_302460	7387	No terminal repeats	NA	6	11	0.9832	NA	1	10.1082	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_337706	4218	No terminal repeats	NA	7	11	0.9832	NA	2	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_3798882	5397	No terminal repeats	NA	8	11	0.9832	NA	0	13.7463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
genomad_k141_3032098	6515	No terminal repeats	NA	9	11	0.9832	NA	1	11.7829	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_3464896	4651	No terminal repeats	NA	11	11	0.9832	NA	2	18.8225	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_2936653	7047	No terminal repeats	NA	7	11	0.9832	NA	2	11.6626	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1677668	9065	No terminal repeats	NA	18	11	0.9832	NA	4	26.8434	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1261408	4211	No terminal repeats	NA	6	11	0.9831	NA	1	10.2954	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1195258	4115	No terminal repeats	NA	6	11	0.9831	NA	0	9.7408	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_772914	5795	No terminal repeats	NA	7	11	0.9831	NA	2	8.6195	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_3294692	4175	No terminal repeats	NA	8	11	0.9831	NA	2	10.6853	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1037964	7092	No terminal repeats	NA	10	11	0.9831	NA	1	15.1504	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_3586251	6597	No terminal repeats	NA	11	11	0.9831	NA	1	17.1465	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_2274578	7822	No terminal repeats	NA	5	11	0.9831	NA	0	7.3011	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_2923781	6303	No terminal repeats	NA	12	11	0.9831	NA	2	17.1828	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_2301616	6605	No terminal repeats	NA	9	11	0.9831	NA	2	12.9438	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_460139	5569	No terminal repeats	NA	7	11	0.9831	NA	1	11.6479	Unclassified
genomad_k141_41201	7172	No terminal repeats	NA	13	11	0.9831	NA	1	19.4555	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_33798	4621	No terminal repeats	NA	10	11	0.9831	NA	1	17.1828	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1925028	5331	No terminal repeats	NA	5	11	0.9831	NA	0	7.7228	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_2053174	42807	No terminal repeats	NA	50	11	0.9831	NA	9	79.8166	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_2834382	4326	No terminal repeats	NA	8	11	0.9831	NA	2	13.7342	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1827912	5977	No terminal repeats	NA	5	11	0.9831	NA	0	8.5880	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_3264663	6038	No terminal repeats	NA	6	11	0.9831	NA	0	9.2684	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1275876	6222	No terminal repeats	NA	6	11	0.9831	NA	1	10.1755	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_3467382	6234	No terminal repeats	NA	11	11	0.9831	NA	2	17.7430	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1535817	6442	No terminal repeats	NA	4	11	0.9831	NA	0	6.5894	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_690348	6372	No terminal repeats	NA	11	11	0.9831	NA	1	14.4995	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_663384	7717	No terminal repeats	NA	13	11	0.9831	NA	4	19.0780	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
genomad_k141_1768602	4710	No terminal repeats	NA	6	11	0.9831	NA	1	9.2968	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
