user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings
bin.151	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Tsuneonella;s__Tsuneonella sp007065885	GCF_007065885.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Tsuneonella;s__Tsuneonella sp007065885	97.07	0.9	GCF_007065885.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Tsuneonella;s__Tsuneonella sp007065885	97.07	0.9	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Tsuneonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_003958625.1, s__Tsuneonella rigui, 95.0, 82.58, 0.77; GCA_023386135.1, s__Tsuneonella sp023386135, 95.0, 82.27, 0.62; GCF_014644315.1, s__Tsuneonella deserti, 95.0, 81.09, 0.68; GCF_001441535.1, s__Tsuneonella troitsensis, 95.0, 80.77, 0.6; GCF_009827495.1, s__Tsuneonella aeria, 95.0, 80.64, 0.62; GCF_003626915.1, s__Tsuneonella amylolytica, 95.0, 80.44, 0.67; GCA_025154015.1, s__Tsuneonella sp025154015, 95.0, 80.32, 0.65; GCF_001698205.1, s__Tsuneonella dongtanensis, 95.0, 80.23, 0.61; GCF_002269345.1, s__Tsuneonella mangrovi, 95.0, 79.46, 0.53; GCF_002870965.1, s__Tsuneonella flava, 95.0, 77.98, 0.37; GCF_003605755.1, s__Tsuneonella suprasediminis, 95.0, 77.78, 0.4"	69.31	11	N/A	N/A
bin.164	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marivita;s__Marivita cryptomonadis	GCF_002115725.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marivita;s__Marivita cryptomonadis	97.98	0.87	GCF_002115725.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marivita;s__Marivita cryptomonadis	97.98	0.87	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marivita;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_024742575.1, s__Marivita sp024742575, 95.0, 84.68, 0.57; GCA_017643905.1, s__Marivita sp017643905, 95.0, 83.97, 0.65; GCA_022763305.1, s__Marivita sp022763305, 95.0, 83.29, 0.69; GCF_014637725.1, s__Marivita lacus, 95.0, 82.96, 0.69; GCF_002115805.1, s__Marivita geojedonensis, 95.0, 82.12, 0.59; GCA_003149565.1, s__Marivita sp003149565, 95.0, 81.96, 0.57; GCA_020055635.1, s__Marivita sp020055635, 95.0, 81.4, 0.58; GCF_023015985.1, s__Marivita sp023015985, 95.0, 79.66, 0.48; GCA_020055675.1, s__Marivita sp020055675, 95.0, 79.55, 0.44; GCF_900129875.1, s__Marivita hallyeonensis, 95.0, 79.45, 0.44; GCF_023370775.1, s__Marivita sp023370775, 95.0, 78.55, 0.33"	79.94	11	N/A	N/A
bin.166	d__Bacteria;p__Marinisomatota;c__JAANXI01;o__JAANXI01;f__JAANXI01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Marinisomatota;c__JAANXI01;o__JAANXI01;f__JAANXI01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	60.2	11	0.7462910772389743	N/A
bin.168	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Casp-alpha2;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Casp-alpha2;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	82.88	11	0.7703329739475829	N/A
bin.173	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__UBA2193;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__UBA2193;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	68.18	11	0.7855052993855913	N/A
bin.176	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__HIMB30;s__	N/A	N/A	N/A	N/A	N/A	GCA_913057215.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__HIMB30;s__HIMB30 sp913057215	79.36	0.52	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__HIMB30;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_009886945.1, s__HIMB30 sp002691485, 95.0, 77.38, 0.13; GCA_024640985.1, s__HIMB30 sp024640985, 95.0, 77.33, 0.15; GCA_008087055.1, s__HIMB30 sp008087055, 95.0, 77.24, 0.15; GCA_000227525.2, s__HIMB30 sp000227525, 95.0, 76.56, 0.15; GCA_913061245.1, s__HIMB30 sp913061245, 95.0, 76.4, 0.13; GCA_002705325.1, s__HIMB30 sp002705325, 95.0, 76.14, 0.12"	80.48	11	0.9780290027948718	Genome has more than 10.8% of markers with multiple hits;Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.179	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA2770;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA2770;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	67.51	11	0.5936526307361145	N/A
bin.181	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_014279595.1, s__Synechococcus_C sp000153065, 95.0, 94.41, 0.95; GCF_004209775.1, s__Synechococcus_C sp004209775, 95.0, 93.89, 0.96; GCF_014217855.1, s__Synechococcus_C sp004332415, 95.0, 81.14, 0.67; GCF_000153825.1, s__Synechococcus_C sp000153825, 95.0, 79.35, 0.57; GCA_000063505.1, s__Synechococcus_C sp000063505, 95.0, 79.2, 0.49; GCF_014279795.1, s__Synechococcus_C sp014279795, 95.0, 79.07, 0.46; GCF_014279875.1, s__Synechococcus_C sp002172935, 95.0, 78.95, 0.47; GCF_014279815.1, s__Synechococcus_C sp014279815, 95.0, 78.86, 0.48; GCF_000153285.1, s__Synechococcus_C sp000153285, 95.0, 78.84, 0.42; GCF_014280035.1, s__Synechococcus_C sp002693285, 95.0, 78.61, 0.41; GCF_900474295.1, s__Synechococcus_C sp900474295, 95.0, 78.61, 0.44; GCA_018623675.1, s__Synechococcus_C sp018623675, 95.0, 78.61, 0.45; GCF_900473935.1, s__Synechococcus_C sp002171995, 95.0, 78.58, 0.42; GCF_014304815.1, s__Synechococcus_C sp001632165, 95.0, 78.38, 0.35; GCF_014279995.1, s__Synechococcus_C sp001631935, 95.0, 78.24, 0.37; GCA_011523835.1, s__Synechococcus_C sp011523835, 95.0, 78.04, 0.37; GCF_900473965.1, s__Synechococcus_C sp900473965, 95.0, 78.02, 0.35; GCA_913052185.1, s__Synechococcus_C sp913052185, 95.0, 78.01, 0.4; GCA_003211275.1, s__Synechococcus_C sp003209155, 95.0, 78.0, 0.26; GCA_003211205.1, s__Synechococcus_C sp003211205, 95.0, 77.95, 0.26; GCA_011523155.1, s__Synechococcus_C sp011523155, 95.0, 77.85, 0.4; GCF_014279975.1, s__Synechococcus_C sp014279975, 95.0, 77.81, 0.33; GCF_000014585.1, s__Synechococcus_C sp000014585, 95.0, 77.71, 0.21; GCA_003210775.1, s__Synechococcus_C sp003210775, 95.0, 77.7, 0.24; GCF_014279775.1, s__Synechococcus_C sp002500205, 95.0, 77.69, 0.26; GCF_000230675.1, s__Synechococcus_C sp000230675, 95.0, 77.67, 0.28; GCA_003210755.1, s__Synechococcus_C sp003210755, 95.0, 77.62, 0.12; GCF_001040845.1, s__Synechococcus_C sp001040845, 95.0, 77.52, 0.22; GCA_003210315.1, s__Synechococcus_C sp003210315, 95.0, 77.48, 0.18; GCF_014279835.1, s__Synechococcus_C sp014279835, 95.0, 77.37, 0.26; GCA_002687115.1, s__Synechococcus_C sp002687115, 95.0, 77.25, 0.24; GCA_011525445.1, s__Synechococcus_C sp011525445, 95.0, 76.54, 0.14"	89.97	11	0.9816394328525067	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.184	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nitrococcales;f__Nitrococcaceae;g__Spiribacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_913056315.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nitrococcales;f__Nitrococcaceae;g__Spiribacter;s__Spiribacter sp913056315	77.44	0.26	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nitrococcales;f__Nitrococcaceae;g__Spiribacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_000319575.2, s__Spiribacter salinus, 95.0, 78.15, 0.25; GCA_002813635.1, s__Spiribacter roseus, 95.0, 77.83, 0.29; GCF_004217415.1, s__Spiribacter vilamensis, 95.0, 77.68, 0.24; GCF_000485905.1, s__Spiribacter curvatus, 95.0, 77.61, 0.27; GCA_913056385.1, s__Spiribacter sp913056385, 95.0, 77.49, 0.27; GCA_913061005.1, s__Spiribacter sp913061005, 95.0, 77.46, 0.29; GCF_009676705.1, s__Spiribacter sp009676705, 95.0, 77.45, 0.22; GCA_913056145.1, s__Spiribacter sp913056145, 95.0, 77.35, 0.29; GCA_913057145.1, s__Spiribacter sp913057145, 95.0, 77.34, 0.28; GCF_009649225.1, s__Spiribacter sp009649225, 95.0, 76.97, 0.07"	88.24	11	0.951045681	N/A
bin.187	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiohalorhabdales;f__Thiohalorhabdaceae;g__Thiohalorhabdus;s__	N/A	N/A	N/A	N/A	N/A	GCF_001399755.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiohalorhabdales;f__Thiohalorhabdaceae;g__Thiohalorhabdus;s__Thiohalorhabdus denitrificans	80.9	0.54	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiohalorhabdales;f__Thiohalorhabdaceae;g__Thiohalorhabdus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	82.74	11	0.9153866011183924	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.191	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__HIMB30;s__HIMB30 sp018402605	GCA_018402605.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__HIMB30;s__HIMB30 sp018402605	95.56	0.82	GCA_018402605.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__HIMB30;s__HIMB30 sp018402605	95.56	0.82	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__HIMB30;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_913057215.1, s__HIMB30 sp913057215, 95.0, 78.12, 0.19; GCA_008087055.1, s__HIMB30 sp008087055, 95.0, 77.71, 0.17; GCA_913061245.1, s__HIMB30 sp913061245, 95.0, 77.68, 0.15; GCA_000227525.2, s__HIMB30 sp000227525, 95.0, 77.56, 0.14; GCA_009886945.1, s__HIMB30 sp002691485, 95.0, 77.53, 0.16; GCA_913062835.1, s__HIMB30 sp913062835, 95.0, 77.47, 0.19; GCA_024640985.1, s__HIMB30 sp024640985, 95.0, 77.34, 0.17; GCA_018401755.1, s__HIMB30 sp018401755, 95.0, 77.32, 0.11; GCA_002705325.1, s__HIMB30 sp002705325, 95.0, 77.26, 0.11; GCA_010024125.1, s__HIMB30 sp010024125, 95.0, 77.12, 0.16; GCA_002705795.1, s__HIMB30 sp002705795, 95.0, 77.0, 0.1"	87.45	11	N/A	N/A
bin.195	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	77.89	11	0.9150895125189956	N/A
bin.207	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__Puniceicoccus;s__	N/A	N/A	N/A	N/A	N/A	GCA_913056175.1	95	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__Puniceicoccus;s__Puniceicoccus sp913056175	84.61	0.89	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__Puniceicoccus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_014230055.1, s__Puniceicoccus vermicola, 95.0, 76.64, 0.03"	75.57	11	0.973773244	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.221	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia sp001078575	GCA_022631215.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia sp001078575	99.94	0.97	GCA_022631215.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia sp001078575	99.94	0.97	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_008801405.1, s__Ralstonia insidiosa, 95.0, 94.2, 0.84; GCF_016429285.1, s__Ralstonia sp016429285, 95.0, 91.64, 0.79; GCF_000801955.1, s__Ralstonia sp000801955, 95.0, 90.37, 0.8; GCF_023955655.1, s__Ralstonia sp023955655, 95.0, 88.06, 0.69; GCA_002298975.1, s__Ralstonia sp002298975, 95.0, 87.62, 0.73; GCF_000620465.1, s__Ralstonia sp000620465, 95.0, 87.27, 0.8; GCF_003851545.1, s__Ralstonia sp003851545, 95.0, 87.26, 0.77; GCF_007997035.1, s__Ralstonia sp007997035, 95.0, 87.23, 0.74; GCF_001699815.1, s__Ralstonia pickettii_B, 95.1269, 87.2, 0.75; GCA_000955795.1, s__Ralstonia sp000955795, 95.0, 87.11, 0.72; GCF_021173085.1, s__Ralstonia sp021173085, 95.0, 87.06, 0.74; GCF_000607165.1, s__Ralstonia pickettii_A, 95.0, 87.06, 0.71; GCF_900115545.1, s__Ralstonia sp900115545, 95.0, 86.99, 0.75; GCF_016466415.2, s__Ralstonia pickettii, 95.1269, 86.91, 0.8; GCF_905397375.1, s__Ralstonia mannitolilytica, 95.0, 86.75, 0.78; GCA_913056305.1, s__Ralstonia sp913056305, 95.0, 86.53, 0.71; GCA_919592095.1, s__Ralstonia syzygii, 95.0, 85.57, 0.77; GCF_024925465.1, s__Ralstonia pseudosolanacearum, 95.0, 85.24, 0.59; GCF_002251695.1, s__Ralstonia solanacearum, 95.0, 85.13, 0.59"	97.24	11	N/A	N/A
bin.225	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	94.5	11	0.820411805	N/A
bin.228	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseibacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseibacterium;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	79.94	11	0.9608859372290163	Genome has more than 10.8% of markers with multiple hits
bin.230	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__	N/A	N/A	N/A	N/A	N/A	GCA_007125415.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius sp007125415	78.11	0.29	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_009762325.1, s__Roseovarius faecimaris, 95.0, 78.94, 0.4; GCF_900142765.1, s__Roseovarius litoreus, 95.0, 78.46, 0.36; GCF_900172255.1, s__Roseovarius halotolerans, 95.0, 78.46, 0.33; GCF_900109855.1, s__Roseovarius tolerans, 95.0, 78.28, 0.32; GCF_018069895.1, s__Roseovarius sp018069895, 95.0, 78.26, 0.26; GCF_900142665.1, s__Roseovarius pacificus, 95.0, 78.23, 0.33; GCF_003072125.1, s__Roseovarius sediminicola, 95.0, 78.22, 0.31; GCA_021767845.1, s__Roseovarius sp021767845, 95.0, 78.22, 0.29; GCF_900109455.1, s__Roseovarius azorensis, 95.0, 78.17, 0.3; GCA_024742655.1, s__Roseovarius sp024742655, 95.0, 78.16, 0.24; GCF_001441615.1, s__Roseovarius atlanticus, 95.0, 78.16, 0.33; GCF_002072155.1, s__Roseovarius sp002072155, 95.0, 78.13, 0.34; GCA_934501475.1, s__Roseovarius sp934501475, 95.0, 78.12, 0.24; GCF_009363655.1, s__Roseovarius sp009363655, 95.0, 78.07, 0.34; GCF_008728195.1, s__Roseovarius indicus, 95.0, 78.06, 0.34; GCF_009363715.1, s__Roseovarius sp009363715, 95.0, 78.0, 0.32; GCF_002917925.1, s__Roseovarius confluentis, 95.0, 77.98, 0.31; GCA_014359765.1, s__Roseovarius sp014359765, 95.0, 77.97, 0.24; GCF_009669325.1, s__Roseovarius bejariae, 95.0, 77.97, 0.28; GCF_000768555.3, s__Roseovarius mucosus, 95.0, 77.96, 0.29; GCA_002428225.1, s__Roseovarius sp002428225, 95.0, 77.95, 0.22; GCF_019599045.1, s__Roseovarius sp019599045, 95.0, 77.95, 0.27; GCF_900142625.1, s__Roseovarius marisflavi, 95.0, 77.93, 0.3; GCF_000152625.1, s__Roseovarius nubinhibens, 95.0, 77.92, 0.3; GCA_016278295.1, s__Roseovarius sp016278295, 95.0, 77.92, 0.21; GCA_002842985.1, s__Roseovarius sp002842985, 95.0, 77.87, 0.3; GCA_002421985.1, s__Roseovarius sp002421985, 95.0, 77.84, 0.24; GCF_002925845.1, s__Roseovarius nitratireducens, 95.0, 77.82, 0.27; GCF_003651245.1, s__Roseovarius spongiae, 95.0, 77.81, 0.31; GCF_900172365.1, s__Roseovarius gaetbuli, 95.0, 77.8, 0.28; GCA_024742835.1, s__Roseovarius sp024742835, 95.0, 77.8, 0.27; GCF_004761875.1, s__Roseovarius aestuariivivens, 95.0, 77.75, 0.28; GCA_023260815.1, s__Roseovarius sp023260815, 95.0, 77.73, 0.18; GCF_002080415.1, s__Roseovarius mucosus_A, 95.0, 77.71, 0.27; GCF_003260265.1, s__Roseovarius amoyensis, 95.0, 77.69, 0.29; GCA_913057115.1, s__Roseovarius sp913057115, 95.0, 77.65, 0.26; GCF_000152845.1, s__Roseovarius sp000152845, 95.0, 77.64, 0.27; GCF_900156535.1, s__Roseovarius nanhaiticus, 95.0, 77.62, 0.27; GCF_900115165.1, s__Roseovarius lutimaris, 95.0, 77.62, 0.31; GCF_024355225.1, s__Roseovarius sp024355225, 95.0, 77.62, 0.26; GCA_002720475.1, s__Roseovarius sp002720475, 95.0, 77.62, 0.21; GCF_003316635.1, s__Roseovarius dicentrarchi, 95.0, 77.53, 0.24; GCA_018066915.1, s__Roseovarius sp018066915, 95.0, 77.53, 0.28; GCA_900313005.1, s__Roseovarius sp900313005, 95.0, 77.53, 0.25; GCF_011040495.1, s__Roseovarius aestuariivivens_A, 95.0, 77.51, 0.23; GCF_011601345.1, s__Roseovarius gahaiensis, 95.0, 77.51, 0.24; GCA_913054395.1, s__Roseovarius sp913054395, 95.0, 77.5, 0.27; GCA_002783205.1, s__Roseovarius sp002783205, 95.0, 77.49, 0.24; GCA_913055965.1, s__Roseovarius sp913055965, 95.0, 77.38, 0.22; GCF_900172295.1, s__Roseovarius litorisediminis, 95.0, 77.36, 0.23; GCF_003298505.1, s__Roseovarius sp003298505, 95.0, 77.34, 0.24; GCF_019966515.1, s__Roseovarius aestuarii, 95.0, 77.33, 0.26; GCF_003122245.1, s__Roseovarius sp003122245, 95.0, 77.23, 0.23; GCA_002166865.1, s__Roseovarius sp002166865, 95.0, 77.22, 0.24; GCF_002834145.1, s__Roseovarius salinarum, 95.0, 77.21, 0.22; GCA_002366775.1, s__Roseovarius sp002366775, 95.0, 77.11, 0.18; GCA_021775255.1, s__Roseovarius sp021775255, 95.0, 77.01, 0.21; GCA_024636515.1, s__Roseovarius sp024636515, 95.0, 76.91, 0.14; GCF_900327775.1, s__Roseovarius sp900327775, 95.0, 76.84, 0.1; GCF_006125015.1, s__Roseovarius arcticus, 95.0, 76.77, 0.18; GCF_900172335.1, s__Roseovarius albus, 95.0, 76.58, 0.14"	70.41	11	0.9709857748601668	N/A
bin.235	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Verruco-01;g__Oceanipulchritudo;s__	N/A	N/A	N/A	N/A	N/A	GCF_010500615.1	95	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Verruco-01;g__Oceanipulchritudo;s__Oceanipulchritudo coccoides	77.02	0.05	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Verruco-01;g__Oceanipulchritudo;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	66.83	11	0.9353306036699065	N/A
bin.240	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__BM004;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__BM004;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	66.22	11	0.7584954328304413	N/A
bin.246	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	57.72	11	0.791071104	N/A
bin.248	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Thalassobacter;s__Thalassobacter stenotrophicus	GCF_001458315.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Thalassobacter;s__Thalassobacter stenotrophicus	96.51	0.9	GCF_001458315.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Thalassobacter;s__Thalassobacter stenotrophicus	96.51	0.9	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	89.16	11	N/A	N/A
bin.251	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae;g__JAIPDU01;s__	N/A	N/A	N/A	N/A	N/A	GCA_021737525.1	95	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae;g__JAIPDU01;s__JAIPDU01 sp021737525	83.49	0.66	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae;g__JAIPDU01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_021737085.1, s__JAIPDU01 sp021737085, 95.0, 81.57, 0.48"	65.84	11	0.9577449812378978	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.252	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__Salinisphaeraceae;g__Salifodinibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_002403445.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__Salinisphaeraceae;g__Salifodinibacter;s__Salifodinibacter sp002403445	84.24	0.78	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__Salinisphaeraceae;g__Salifodinibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_012999515.1, s__Salifodinibacter halophilus, 95.0, 76.62, 0.07"	41.83	11	0.9852124251025631	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
