seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k141_247101	8457	No terminal repeats	NA	7	11	0.9790	NA	1	5.3359	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_432184	5257	No terminal repeats	NA	8	11	0.9788	NA	2	6.1732	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_460413	9395	No terminal repeats	NA	19	11	0.9788	NA	3	14.3596	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_377291	7456	No terminal repeats	NA	8	11	0.9787	NA	2	6.3635	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_279175	5634	No terminal repeats	NA	8	11	0.9786	NA	2	8.1860	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_32384	9883	No terminal repeats	NA	17	11	0.9784	NA	6	18.9431	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_189363	4793	No terminal repeats	NA	11	11	0.9782	NA	0	4.6835	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_390723	4722	No terminal repeats	NA	10	11	0.9781	NA	4	9.1891	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_430167	7036	No terminal repeats	NA	13	11	0.9780	NA	0	4.7624	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_201968	6174	No terminal repeats	NA	7	11	0.9777	NA	1	10.9908	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
k141_400733	4313	No terminal repeats	NA	9	11	0.9773	NA	1	4.9383	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_284641	6647	No terminal repeats	NA	12	11	0.9772	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_632252	8758	No terminal repeats	NA	11	11	0.9771	NA	2	9.6380	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_197175	7747	No terminal repeats	NA	9	11	0.9764	NA	2	5.0897	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_661102	9220	No terminal repeats	NA	11	11	0.9762	NA	3	17.1828	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_281568	4062	No terminal repeats	NA	8	11	0.9760	NA	0	5.6627	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_650433	9112	No terminal repeats	NA	11	11	0.9759	NA	3	17.1828	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_16526	6821	No terminal repeats	NA	9	11	0.9756	NA	0	13.3110	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_17129	8064	No terminal repeats	NA	13	11	0.9753	NA	2	6.2069	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_655938	6942	No terminal repeats	NA	8	11	0.9752	NA	3	5.5948	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_599355	8603	No terminal repeats	NA	13	11	0.9749	NA	4	12.0280	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
k141_87904	6256	No terminal repeats	NA	10	11	0.9747	NA	1	5.1044	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_117028	3876	No terminal repeats	NA	8	11	0.9740	NA	0	8.3285	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_131753	7468	No terminal repeats	NA	12	11	0.9737	NA	1	5.9907	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_4035	6859	No terminal repeats	NA	8	11	0.9734	NA	3	8.5914	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
k141_620797	6187	No terminal repeats	NA	9	11	0.9733	NA	0	4.7194	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_155905	7951	No terminal repeats	NA	9	11	0.9730	NA	4	6.5360	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_262405	9433	No terminal repeats	NA	14	11	0.9728	NA	4	10.0501	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_148468	8090	No terminal repeats	NA	8	11	0.9728	NA	0	3.1773	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_207057	52254	No terminal repeats	NA	62	11	0.9728	NA	4	32.4463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_664206	3876	No terminal repeats	NA	6	11	0.9723	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_534160	4438	No terminal repeats	NA	5	11	0.9722	NA	1	5.6021	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_265927	6491	No terminal repeats	NA	11	11	0.9721	NA	4	6.4900	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_136511	6585	No terminal repeats	NA	9	11	0.9718	NA	1	5.1508	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Vertoviridae
k141_651700	5417	No terminal repeats	NA	8	11	0.9709	NA	0	5.1548	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
k141_549875	6583	No terminal repeats	NA	9	11	0.9706	NA	2	11.2702	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_37847	5534	No terminal repeats	NA	20	11	0.9704	NA	0	6.4789	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_339095	6031	No terminal repeats	NA	11	11	0.9702	NA	1	5.0986	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_60104	9220	No terminal repeats	NA	12	11	0.9700	NA	2	8.1170	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_24932	5853	No terminal repeats	NA	6	11	0.9699	NA	0	3.4366	Viruses
k141_71422	5791	No terminal repeats	NA	5	11	0.9693	NA	1	3.0376	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_42181	5782	No terminal repeats	NA	8	11	0.9687	NA	2	7.9552	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_249078	7676	No terminal repeats	NA	12	11	0.9682	NA	2	7.8430	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_379272	5734	No terminal repeats	NA	9	11	0.9681	NA	0	5.9317	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_279183	3579	No terminal repeats	NA	7	11	0.9673	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Thumleimavirales;Hafunaviridae
k141_378817	4401	No terminal repeats	NA	6	11	0.9673	NA	3	4.3553	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_279482	3911	No terminal repeats	NA	5	11	0.9672	NA	0	3.3862	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_252121	4053	No terminal repeats	NA	5	11	0.9671	NA	0	4.5322	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Thumleimavirales;Hafunaviridae
k141_49687	4801	No terminal repeats	NA	9	11	0.9671	NA	0	3.5719	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_316500	4226	No terminal repeats	NA	6	11	0.9669	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
k141_288555	5998	No terminal repeats	NA	7	11	0.9665	NA	0	3.4366	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;Lavidaviridae
k141_6842	8343	No terminal repeats	NA	16	11	0.9661	NA	1	7.9739	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_111513	4565	No terminal repeats	NA	10	11	0.9660	NA	1	7.2719	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_489168	5520	No terminal repeats	NA	7	11	0.9659	NA	1	4.4350	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_676180	8868	No terminal repeats	NA	24	11	0.9659	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_74892	4904	No terminal repeats	NA	11	11	0.9658	NA	1	2.9817	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_263003	4290	No terminal repeats	NA	5	11	0.9651	NA	1	5.1548	Unclassified
k141_121412	7625	No terminal repeats	NA	9	11	0.9637	NA	4	9.4250	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Vertoviridae
k141_524986	5924	No terminal repeats	NA	10	11	0.9637	NA	0	3.5878	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_167079	8111	No terminal repeats	NA	15	11	0.9633	NA	1	6.4117	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_16476	7197	No terminal repeats	NA	7	11	0.9629	NA	0	3.4366	Viruses
k141_465271	4299	No terminal repeats	NA	7	11	0.9629	NA	0	4.2352	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_638124	793	No terminal repeats	NA	3	11	0.9622	NA	1	3.3055	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_368047	4454	No terminal repeats	NA	6	11	0.9619	NA	2	3.4209	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_673995	6973	No terminal repeats	NA	8	11	0.9617	NA	3	7.1672	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_509158	8988	No terminal repeats	NA	11	11	0.9613	NA	0	4.8504	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_422605	5322	No terminal repeats	NA	8	11	0.9611	NA	1	5.0751	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Thumleimavirales;Hafunaviridae
k141_297059	3520	No terminal repeats	NA	6	11	0.9611	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_403143	8747	No terminal repeats	NA	13	11	0.9599	NA	0	13.1489	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Thumleimavirales;Hafunaviridae
k141_110769	9423	No terminal repeats	NA	13	11	0.9593	NA	1	3.0817	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
k141_192778	6319	No terminal repeats	NA	16	11	0.9585	NA	0	3.9039	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_502396	8072	No terminal repeats	NA	7	11	0.9582	NA	0	2.2463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_326271	3813	No terminal repeats	NA	8	11	0.9577	NA	0	4.8201	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_451732	8012	No terminal repeats	NA	9	11	0.9576	NA	2	8.7221	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_436093	4131	No terminal repeats	NA	9	11	0.9563	NA	1	3.0339	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kyanoviridae
k141_386232	4274	No terminal repeats	NA	8	11	0.9541	NA	0	1.7166	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_174244	3630	No terminal repeats	NA	6	11	0.9534	NA	0	1.7166	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_263597	9670	No terminal repeats	NA	10	11	0.9532	NA	2	6.8226	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_227515	4110	No terminal repeats	NA	7	11	0.9527	NA	2	2.9368	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_202755	6875	No terminal repeats	NA	10	11	0.9526	NA	1	6.0824	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_423310	4598	No terminal repeats	NA	5	11	0.9501	NA	0	2.9465	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_425183	4089	No terminal repeats	NA	5	11	0.9498	NA	2	4.3157	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_423394	9037	No terminal repeats	NA	11	11	0.9489	NA	0	7.5722	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
k141_440009	3510	No terminal repeats	NA	5	11	0.9471	NA	1	6.8687	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_227780	4431	No terminal repeats	NA	10	11	0.9470	NA	1	4.6592	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_333735	6783	No terminal repeats	NA	12	11	0.9467	NA	0	3.1076	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_444314	3926	No terminal repeats	NA	7	11	0.9464	NA	0	4.7048	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_407993	4430	No terminal repeats	NA	6	11	0.9462	NA	0	3.1107	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_153483	3734	No terminal repeats	NA	7	11	0.9450	NA	2	8.3565	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_620427	5108	No terminal repeats	NA	10	11	0.9427	NA	1	2.7030	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_132313	8987	No terminal repeats	NA	7	11	0.9423	NA	0	3.4366	Unclassified
k141_207235	4920	No terminal repeats	NA	5	11	0.9414	NA	1	3.1367	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Thumleimavirales;Hafunaviridae
k141_11330	3832	No terminal repeats	NA	9	11	0.9411	NA	1	2.5817	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
k141_525458	4727	No terminal repeats	NA	9	11	0.9410	NA	0	2.8528	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_425556	6313	No terminal repeats	NA	7	11	0.9406	NA	0	3.2211	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_7013	4462	No terminal repeats	NA	13	11	0.9395	NA	0	3.6017	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_105284	3874	No terminal repeats	NA	5	11	0.9382	NA	0	4.1801	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_315900	4653	No terminal repeats	NA	6	11	0.9359	NA	1	2.8158	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_77868	3706	No terminal repeats	NA	8	11	0.9351	NA	1	1.7139	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_303885	4815	No terminal repeats	NA	13	11	0.9350	NA	0	6.7545	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Thumleimavirales;Hafunaviridae
k141_543515	6268	No terminal repeats	NA	12	11	0.9341	NA	0	1.4849	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_605585	7862	No terminal repeats	NA	8	11	0.9326	NA	2	3.3804	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_495111	3857	No terminal repeats	NA	6	11	0.9283	NA	1	4.3023	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
k141_128892	6798	No terminal repeats	NA	19	11	0.9273	NA	0	6.7422	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Straboviridae
k141_434429	3513	No terminal repeats	NA	7	11	0.9256	NA	0	1.6326	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_113860	5065	No terminal repeats	NA	8	11	0.9235	NA	0	4.9214	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Thumleimavirales;Hafunaviridae
k141_274996	5794	No terminal repeats	NA	9	11	0.9230	NA	1	4.8383	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_572379	5167	No terminal repeats	NA	9	11	0.9223	NA	1	1.4121	Unclassified
k141_564641	6514	No terminal repeats	NA	7	11	0.9220	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_271274	4957	No terminal repeats	NA	5	11	0.9216	NA	0	1.7183	Unclassified
k141_146937	5452	No terminal repeats	NA	10	11	0.9196	NA	1	4.9148	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Vertoviridae
k141_19019	5939	No terminal repeats	NA	10	11	0.9182	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_355171	7686	No terminal repeats	NA	10	11	0.9177	NA	2	5.1044	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_593661	3805	No terminal repeats	NA	5	11	0.9165	NA	1	1.7183	Unclassified
k141_561159	4218	No terminal repeats	NA	8	11	0.9162	NA	1	8.0618	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_674578	3886	No terminal repeats	NA	5	11	0.9160	NA	0	3.0206	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_612716	5855	No terminal repeats	NA	5	11	0.9146	NA	1	3.4366	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
k141_626607	5315	No terminal repeats	NA	6	11	0.9133	NA	3	6.1061	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_93801	4369	No terminal repeats	NA	8	11	0.9128	NA	1	4.4663	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_533112	5449	No terminal repeats	NA	7	11	0.9124	NA	0	1.7170	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_538252	4992	No terminal repeats	NA	5	11	0.9123	NA	0	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
k141_610599	8806	No terminal repeats	NA	9	11	0.9123	NA	2	4.5592	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_450561	4797	No terminal repeats	NA	11	11	0.9104	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_118494	4177	No terminal repeats	NA	5	11	0.9086	NA	2	2.7380	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_31509	5628	No terminal repeats	NA	14	11	0.9082	NA	0	1.4239	Unclassified
k141_8357	9371	No terminal repeats	NA	10	11	0.9077	NA	0	3.4366	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
k141_350486	9736	No terminal repeats	NA	11	11	0.9073	NA	0	2.8670	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_372460	3774	No terminal repeats	NA	11	11	0.9070	NA	0	1.0663	Unclassified
k141_492550	2609	No terminal repeats	NA	7	11	0.9050	NA	0	1.4239	Unclassified
k141_298817	9277	No terminal repeats	NA	14	11	0.9045	NA	0	3.3458	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_396019	3595	No terminal repeats	NA	5	11	0.9009	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_262891	3851	No terminal repeats	NA	7	11	0.9005	NA	1	1.2597	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_453222	5685	No terminal repeats	NA	7	11	0.9004	NA	0	5.1486	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
k141_376854	7797	No terminal repeats	NA	10	11	0.8984	NA	0	5.1548	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
k141_43965	3549	No terminal repeats	NA	5	11	0.8961	NA	0	1.4965	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_503150	4183	No terminal repeats	NA	5	11	0.8948	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_3371	5130	No terminal repeats	NA	6	11	0.8934	NA	2	4.1506	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_73447	7836	No terminal repeats	NA	15	11	0.8931	NA	0	1.4489	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_24005	4026	No terminal repeats	NA	6	11	0.8925	NA	0	1.2258	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_601100	4964	No terminal repeats	NA	15	11	0.8923	NA	0	1.2929	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k141_624119	3609	No terminal repeats	NA	9	11	0.8917	NA	0	4.5292	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
