seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k141_944062	8207	No terminal repeats	NA	13	11	0.9783	NA	1	11.5009	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
k141_452194	6940	No terminal repeats	NA	6	11	0.9780	NA	3	5.0990	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1056325	6040	No terminal repeats	NA	8	11	0.9780	NA	0	4.1833	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
k141_709690	4130	No terminal repeats	NA	5	11	0.9777	NA	1	6.5039	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_943196	4106	No terminal repeats	NA	5	11	0.9774	NA	0	6.1292	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
k141_1159036	5635	No terminal repeats	NA	8	11	0.9771	NA	1	6.8731	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;;;
k141_104158	4027	No terminal repeats	NA	6	11	0.9770	NA	3	9.8270	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1080333	8451	No terminal repeats	NA	10	11	0.9765	NA	1	8.1403	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;;
k141_984167	3753	No terminal repeats	NA	6	11	0.9761	NA	0	3.4366	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
k141_939247	3609	No terminal repeats	NA	5	11	0.9760	NA	0	8.0948	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_264079	5261	No terminal repeats	NA	8	11	0.9760	NA	2	11.5461	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_743757	4328	No terminal repeats	NA	6	11	0.9756	NA	1	4.5936	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Straboviridae
k141_521734	4451	No terminal repeats	NA	6	11	0.9755	NA	0	4.5289	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
k141_54791	3962	No terminal repeats	NA	6	11	0.9755	NA	2	7.5781	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1188474	6055	No terminal repeats	NA	8	11	0.9746	NA	0	3.4366	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Pimascovirales;Iridoviridae
k141_258968	6469	No terminal repeats	NA	10	11	0.9746	NA	0	3.4345	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
k141_2328	4719	No terminal repeats	NA	7	11	0.9744	NA	0	4.7615	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
k141_540663	5826	No terminal repeats	NA	8	11	0.9738	NA	0	10.2547	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
k141_378222	3654	No terminal repeats	NA	5	11	0.9736	NA	1	6.8731	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
k141_481652	8690	No terminal repeats	NA	16	11	0.9726	NA	0	14.6389	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1025373	6379	No terminal repeats	NA	5	11	0.9726	NA	0	4.7784	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;;
k141_1033610	4814	No terminal repeats	NA	7	11	0.9724	NA	0	6.5136	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales;
k141_1039500	4467	No terminal repeats	NA	5	11	0.9716	NA	0	6.8731	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
k141_781223	8524	No terminal repeats	NA	22	11	0.9711	NA	1	24.2926	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
k141_482883	7484	No terminal repeats	NA	13	11	0.9710	NA	0	4.2870	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_151962	8533	No terminal repeats	NA	9	11	0.9707	NA	0	8.5914	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;;
k141_55695	7236	No terminal repeats	NA	5	11	0.9707	NA	0	7.8186	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
k141_537901	8930	No terminal repeats	NA	9	11	0.9701	NA	0	8.5891	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
k141_1016639	9202	No terminal repeats	NA	9	11	0.9691	NA	2	6.8731	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;;
k141_825100	5380	No terminal repeats	NA	9	11	0.9691	NA	0	4.9149	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_51127	3921	No terminal repeats	NA	6	11	0.9689	NA	0	2.0683	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
k141_1039229	8963	No terminal repeats	NA	16	11	0.9686	NA	0	6.8179	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
k141_819341	3551	No terminal repeats	NA	5	11	0.9686	NA	1	4.4878	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Pimascovirales;Iridoviridae
k141_206936	8545	No terminal repeats	NA	9	11	0.9681	NA	0	3.4366	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Pimascovirales;Iridoviridae
k141_785276	4914	No terminal repeats	NA	13	11	0.9673	NA	0	16.9520	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
k141_69524	6947	No terminal repeats	NA	17	11	0.9666	NA	0	9.5399	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_63906	3187	No terminal repeats	NA	4	11	0.9658	NA	0	5.4952	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
k141_683177	4408	No terminal repeats	NA	5	11	0.9658	NA	0	3.1644	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
k141_1047210	5025	No terminal repeats	NA	7	11	0.9649	NA	1	4.7930	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_399355	3760	No terminal repeats	NA	7	11	0.9648	NA	4	9.8033	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1013907	9031	No terminal repeats	NA	6	11	0.9645	NA	0	3.1138	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;;;
k141_889977	3661	No terminal repeats	NA	6	11	0.9637	NA	0	7.8725	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_924518	8231	No terminal repeats	NA	11	11	0.9636	NA	0	3.3983	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;;
k141_540833	6222	No terminal repeats	NA	9	11	0.9633	NA	3	11.3927	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_690763	4353	No terminal repeats	NA	6	11	0.9631	NA	0	7.6697	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
k141_528800	8421	No terminal repeats	NA	6	11	0.9626	NA	0	4.9525	Viruses;;;;;;
k141_849877	3515	No terminal repeats	NA	5	11	0.9619	NA	2	6.8148	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_582366	6253	No terminal repeats	NA	15	11	0.9597	NA	1	6.4829	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_678828	4208	No terminal repeats	NA	11	11	0.9590	NA	0	4.6404	Unclassified
k141_512350	6433	No terminal repeats	NA	7	11	0.9582	NA	0	2.9289	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_927695	4805	No terminal repeats	NA	5	11	0.9581	NA	0	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Pimascovirales;Iridoviridae
k141_1033174	7644	No terminal repeats	NA	9	11	0.9534	NA	0	6.2869	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
k141_26017	5086	No terminal repeats	NA	6	11	0.9488	NA	0	1.0512	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_295805	7210	No terminal repeats	NA	9	11	0.9482	NA	1	5.6632	Viruses;;;;;;
k141_407563	3784	No terminal repeats	NA	5	11	0.9480	NA	3	4.9473	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_34528	8995	No terminal repeats	NA	9	11	0.9478	NA	0	8.2440	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1023521	4155	No terminal repeats	NA	8	11	0.9476	NA	2	9.4717	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_29314	5362	No terminal repeats	NA	6	11	0.9466	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1033593	7288	No terminal repeats	NA	6	11	0.9464	NA	0	4.7987	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
k141_1016731|provirus_136_7188	7053	No terminal repeats	NA	6	11	0.9452	NA	2	7.8606	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_237267	7307	No terminal repeats	NA	10	11	0.9423	NA	2	6.2367	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_922374	5581	No terminal repeats	NA	6	11	0.9416	NA	0	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
k141_1010649	8767	No terminal repeats	NA	7	11	0.9395	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Pimascovirales;Iridoviridae
k141_473434	5914	No terminal repeats	NA	5	11	0.9388	NA	0	3.0433	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae
k141_1106723	9089	No terminal repeats	NA	7	11	0.9369	NA	2	4.5874	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_98793	3524	No terminal repeats	NA	5	11	0.9368	NA	0	5.1548	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
k141_1129421	4551	No terminal repeats	NA	11	11	0.9355	NA	0	5.4974	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1042907	4203	No terminal repeats	NA	5	11	0.9347	NA	0	3.0769	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1150728	45953	No terminal repeats	NA	46	11	0.9334	NA	1	18.7551	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_531361	9573	No terminal repeats	NA	15	11	0.9303	NA	0	5.1442	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_5174	3626	No terminal repeats	NA	6	11	0.9297	NA	0	6.7039	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1135910	6543	No terminal repeats	NA	12	11	0.9259	NA	0	5.9952	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_995043	5000	No terminal repeats	NA	8	11	0.9252	NA	0	1.4750	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1179411	4252	No terminal repeats	NA	5	11	0.9236	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1105413	4558	No terminal repeats	NA	6	11	0.9209	NA	0	2.9134	Unclassified
k141_512557	3990	No terminal repeats	NA	6	11	0.9200	NA	0	6.0851	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
k141_307395	4769	No terminal repeats	NA	5	11	0.9189	NA	1	6.2278	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_373140	2685	No terminal repeats	NA	5	11	0.9145	NA	0	1.4750	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1067132	5072	No terminal repeats	NA	14	11	0.9106	NA	1	3.3656	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1061397	6399	No terminal repeats	NA	8	11	0.8967	NA	1	4.3291	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_9103	9305	No terminal repeats	NA	11	11	0.8853	NA	0	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Pimascovirales;Iridoviridae
k141_914368	4224	No terminal repeats	NA	7	11	0.8803	NA	1	2.5933	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_139133	3528	No terminal repeats	NA	5	11	0.8737	NA	1	7.2774	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_258340	7289	No terminal repeats	NA	11	11	0.8718	NA	1	4.1819	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
k141_152301	3674	No terminal repeats	NA	6	11	0.8697	NA	0	2.4983	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_908107	6170	No terminal repeats	NA	8	11	0.8644	NA	0	0.5775	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Pimascovirales;Iridoviridae
k141_209364	4766	No terminal repeats	NA	7	11	0.8577	NA	2	4.7061	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1122266	7520	No terminal repeats	NA	7	11	0.8434	NA	0	3.4366	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
k141_54813	9419	No terminal repeats	NA	9	11	0.8405	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Polintoviricetes;Orthopolintovirales;Adintoviridae
k141_1055880	3732	No terminal repeats	NA	6	11	0.8366	NA	2	4.5153	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_729649	7909	No terminal repeats	NA	12	11	0.8293	NA	1	3.4954	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_778517	5463	No terminal repeats	NA	5	11	0.8070	NA	0	4.0813	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_974455	5534	No terminal repeats	NA	7	11	0.8007	NA	0	0.0000	Unclassified
k141_795267	4121	No terminal repeats	NA	6	11	0.7918	NA	1	10.0247	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1071742	3481	No terminal repeats	NA	4	11	0.7751	NA	2	3.7780	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1059755	3640	No terminal repeats	NA	5	11	0.7519	NA	1	1.6934	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_346253	7676	DTR	NA	5	11	0.7509	NA	0	0.0000	Unclassified
k141_753050	8311	No terminal repeats	NA	12	11	0.7335	NA	0	2.9459	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_251987	4701	No terminal repeats	NA	5	11	0.7312	NA	0	1.0789	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_896142	3552	No terminal repeats	NA	7	11	0.7292	NA	0	0.0000	Unclassified
k141_779236	4858	No terminal repeats	NA	7	11	0.7165	NA	0	0.0000	Unclassified
k141_274346	4861	No terminal repeats	NA	9	11	0.7129	NA	1	1.5831	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_930540	4042	No terminal repeats	NA	5	11	0.7119	NA	3	6.2880	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
