File,Median_pI,n_structural
k141_1948585.faa,6.69122257232666,1
k141_734518.faa,6.1421010971069325,3
k141_108119.faa,5.206417655944824,1
k141_1033601.faa,7.801722145080567,1
k141_2231501.faa,5.392792701721191,3
k141_18083.faa,4.8276994705200185,1
k141_702874.faa,6.105496788024902,1
k141_2102167.faa,4.265277671813965,1
k141_1457428.faa,5.161514854431151,1
k141_1191920.faa,6.070995521545409,1
k141_376125.faa,6.271466636657714,1
k141_85405.faa,4.975139808654785,1
k141_942644.faa,8.950613212585452,1
k141_407632.faa,4.737382316589356,1
k141_623700.faa,5.039822578430176,2
k141_711995.faa,7.580468559265138,1
k141_1170896.faa,4.622340202331543,1
k141_1967570.faa,4.612393379211425,1
k141_1641838.faa,6.439141654968262,1
k141_616591.faa,5.504708671569824,1
k141_77724.faa,4.428576087951661,1
k141_387916.faa,5.364089012145995,1
k141_1881585.faa,4.909718132019043,1
k141_1132124.faa,7.536864852905273,2
k141_683776.faa,5.270134162902831,1
k141_658614.faa,5.291960334777832,2
k141_1885912.faa,6.403162574768066,1
k141_368508.faa,4.222193717956543,1
k141_1327546.faa,9.472291374206542,1
k141_967002.faa,6.1247652053833,1
k141_1559770.faa,5.715524482727051,1
k141_993424.faa,4.691399574279784,1
k141_270804.faa,4.70890598297119,1
k141_2056333.faa,9.355023384094238,1
k141_2067844.faa,6.455624961853026,2
k141_1904767.faa,5.833067512512207,1
k141_2132689.faa,7.6676027297973635,1
k141_1916411.faa,4.836566352844237,3
k141_781217.faa,4.937853431701659,1
k141_326511.faa,5.090693473815917,1
k141_1092966.faa,7.173842430114747,1
k141_2238532.faa,8.49321002960205,1
k141_1598931.faa,4.654454231262207,3
k141_1777031.faa,4.793652915954591,1
k141_1070505.faa,6.367865562438964,1
k141_52406.faa,4.0500284194946286,1
k141_792914.faa,4.597785758972168,1
k141_773240.faa,4.419652366638184,1
k141_633664.faa,5.595253181457519,1
k141_35476.faa,8.931079292297365,1
k141_1012419.faa,4.473081016540527,1
k141_2210912.faa,4.816217994689941,1
k141_1750461.faa,5.610031318664551,1
k141_710708.faa,8.517450141906739,4
k141_100754.faa,7.868317985534668,1
k141_467504.faa,5.721094703674317,1
k141_1977438.faa,5.086373710632324,1
k141_310702.faa,10.167905235290526,1
k141_1678662.faa,4.94279842376709,3
k141_51335.faa,6.918464851379395,1
k141_15239.faa,5.372302246093749,2
k141_2394623.faa,4.675370979309082,1
k141_1121570.faa,5.746444892883301,1
k141_2067698.faa,4.839010429382324,1
k141_635615.faa,4.827415275573729,1
k141_580016.faa,4.997534370422362,3
k141_2272211.faa,5.545007514953612,1
k141_1835555.faa,5.818658828735352,2
k141_1790282.faa,4.0500284194946286,1
k141_437284.faa,7.594848823547364,1
k141_779153.faa,4.777851676940918,1
k141_622625.faa,4.122554969787596,1
k141_1677168.faa,9.801273536682128,1
k141_270532_provirus_2359_6569.faa,5.684774589538574,1
k141_1687933.faa,5.380913352966309,1
k141_2152811.faa,6.097596168518065,1
k141_1837425.faa,8.928565025329593,1
k141_1942737.faa,5.3310655593872065,1
k141_405021.faa,5.396259880065918,1
k141_2209073.faa,6.194051933288574,1
k141_104902.faa,7.985882568359375,2
k141_1362341.faa,5.228414344787596,1
k141_543128.faa,6.533323860168457,3
k141_1915733.faa,4.892382240295409,1
k141_1383418.faa,5.264393424987793,1
k141_1355704.faa,4.723542022705078,2
k141_512818.faa,5.174360466003416,3
k141_400561.faa,6.995357322692872,2
k141_1065870.faa,5.135027885437012,1
k141_295521.faa,5.769123649597168,1
k141_1849264.faa,7.414178085327149,2
k141_2012628.faa,5.537447929382323,1
k141_1135062.faa,9.758530998229979,1
k141_227378.faa,4.952972602844238,1
k141_938677.faa,4.250442695617676,1
k141_714784.faa,4.844353294372558,1
k141_1147153.faa,7.883210182189941,1
k141_163025.faa,9.292489051818848,1
k141_2085030.faa,5.053122901916503,6
k141_1965573.faa,7.803398323059083,1
k141_966910.faa,4.950528526306152,1
k141_1172665.faa,8.589138984680176,1
k141_653418.faa,5.226254463195799,1
k141_1578008.faa,4.0500284194946286,1
k141_1782108.faa,6.1979169845581055,1
k141_2374663.faa,7.840854454040528,1
k141_2344993.faa,4.989946365356445,2
k141_6199.faa,4.229923820495605,1
k141_1535685.faa,5.671758460998535,3
k141_1457766.faa,4.306656455993653,1
k141_366293.faa,4.8019514083862305,2
k141_1364322.faa,6.599029731750489,1
k141_2408518.faa,5.421126937866211,2
k141_648372.faa,4.7974042892456055,3
k141_898774.faa,5.047808456420898,2
k141_1163345.faa,4.611540794372559,3
k141_951213.faa,4.929441261291502,1
k141_2065258.faa,5.7028493881225595,1
k141_2223659_provirus_14779_53428.faa,5.504651832580565,11
k141_199598.faa,4.980141639709472,1
k141_2337217.faa,5.501753044128417,2
k141_1203384.faa,5.440082740783691,1
k141_1592349.faa,9.627144432067869,1
k141_1664467.faa,6.935630226135253,1
k141_1291369.faa,9.423166465759277,1
k141_334729.faa,5.056732177734375,2
k141_1956033.faa,5.056362724304199,2
k141_1651345.faa,4.0500284194946286,1
k141_2104473.faa,5.790324592590332,1
k141_1564346.faa,4.531113624572753,1
k141_779582.faa,8.910771751403807,1
k141_485795.faa,7.981395530700684,1
k141_710246.faa,7.682721900939942,3
k141_1087389.faa,4.2087797164917,1
k141_839554.faa,9.140150260925292,1
k141_1534411.faa,5.651012229919433,1
k141_1119774.faa,5.504708671569824,1
k141_1833091.faa,4.819287300109862,1
k141_523350.faa,5.87063808441162,1
k141_988412.faa,4.764437675476074,1
k141_966534.faa,4.445627784729004,1
k141_2408486.faa,5.326006889343262,3
k141_717915.faa,4.993271446228026,1
k141_2012630.faa,5.209771156311034,3
k141_1288594.faa,6.261630058288574,2
k141_293606.faa,4.7658586502075195,1
k141_1573582.faa,5.489760017395019,1
k141_215113.faa,4.749261665344237,1
k141_2337144.faa,6.7150785446167,2
k141_2354420.faa,5.738771629333496,1
k141_566365.faa,4.375943183898925,1
k141_1407029.faa,4.282727241516113,1
k141_1062334.faa,5.344024848937988,1
k141_856968.faa,4.767052268981933,1
k141_1474602.faa,5.568823051452636,1
k141_1901172.faa,4.902641677856446,2
k141_232355.faa,5.25927791595459,1
k141_1576798.faa,6.345527839660644,1
k141_1113485.faa,4.954677772521971,1
k141_129929.faa,6.169412231445312,2
k141_523759.faa,5.112633323669433,1
k141_363495.faa,5.0419824600219725,3
k141_861450.faa,6.400434303283691,1
k141_1021812.faa,5.501753044128416,7
k141_874049.faa,5.476033401489257,2
k141_1462262.faa,8.308121299743654,1
k141_2137248.faa,5.212272071838378,2
k141_503649.faa,4.220261192321778,1
k141_1296807.faa,4.240296936035156,2
k141_800905.faa,4.849610900878906,2
k141_1384595.faa,4.730732154846191,1
k141_1734248.faa,5.038231086730956,1
k141_463432.faa,4.877092552185059,1
k141_115784.faa,7.840854454040528,1
k141_324293.faa,5.037321662902832,1
k141_768508.faa,4.540207862854005,1
k141_82177.faa,4.440569114685059,1
k141_1751567.faa,4.936006164550781,2
k141_1985313.faa,4.423631095886231,1
k141_1934080.faa,6.517238426208496,1
k141_1575864.faa,4.878001976013183,1
k141_2382503.faa,9.687100028991697,2
k141_1528550.faa,5.061478233337402,2
k141_1768866.faa,5.691993141174316,1
k141_497176.faa,6.234464454650879,3
k141_103286.faa,5.388302421569825,1
k141_1943949.faa,4.367644691467285,1
k141_286744.faa,4.271132087707521,1
k141_1602667.faa,4.9940103530883775,1
k141_1016449.faa,8.006667137145996,1
k141_516130.faa,8.138053703308106,1
k141_1227604.faa,5.177429771423339,1
k141_1270947.faa,8.94319934844971,1
k141_673658.faa,6.816268348693847,1
k141_1828508.faa,6.338081932067872,1
k141_1263318.faa,4.532932472229004,1
k141_722615.faa,4.395041084289551,1
k141_1648356.faa,5.465944480895996,3
k141_767361.faa,11.802114295959473,1
k141_843625.faa,4.959736442565917,1
k141_1765561.faa,5.773272895812987,1
k141_58042.faa,5.57783203125,6
k141_196101.faa,5.3021345138549805,1
k141_1219366_provirus_18668_189671.faa,4.480754280090332,1
k141_1308553.faa,4.796665382385254,1
k141_896757.faa,8.663599967956543,1
k141_973297.faa,4.940865898132324,1
k141_812899.faa,5.272009849548339,1
k141_1256177.faa,4.87652416229248,1
k141_516910.faa,5.082394981384277,5
k141_149749.faa,6.216332817077636,1
k141_208746.faa,5.196925544738769,2
k141_17580.faa,5.324017524719238,1
k141_2279407.faa,7.708016777038576,2
k141_149167.faa,4.0500284194946286,1
k141_1069277.faa,5.365566825866699,3
k141_2232758.faa,7.1395269393920895,2
k141_2389858.faa,6.853440856933593,2
k141_1818569.faa,4.731698417663575,1
k141_2220189.faa,5.473447227478028,6
k141_1885847.faa,4.284943962097168,1
k141_2408476.faa,5.2336435317993155,1
k141_166379.faa,4.715044593811036,1
k141_187815.faa,6.737375831604004,1
k141_1847474_provirus_32979_125483.faa,5.3205219268798825,2
k141_219277.faa,4.5470853805542,1
k141_1710702.faa,5.134232139587401,1
k141_1860159.faa,5.057158470153809,1
k141_1642905.faa,4.474672508239746,1
k141_227372.faa,5.295200157165527,1
k141_1862766.faa,5.413851547241211,2
k141_602852.faa,4.7732192993164055,2
k141_1099180.faa,4.205937767028809,1
k141_1322792.faa,4.717147636413574,1
k141_1737168.faa,7.898875999450684,1
k141_131796.faa,4.579199409484863,3
k141_1961858.faa,4.796381187438965,1
k141_1347081.faa,5.865465736389159,1
k141_1699278.faa,5.310887718200682,2
k141_502746.faa,6.802721214294435,2
k141_605046.faa,5.764178657531737,1
k141_1504308.faa,5.326745796203612,3
k141_804027.faa,4.788992118835449,1
k141_620749.faa,5.413908386230468,2
k141_1065930.faa,7.866770744323731,1
k141_440987.faa,5.389837074279785,1
k141_1108510.faa,4.909320259094237,1
k141_1224917.faa,4.955928230285643,3
k141_2302502.faa,6.8335474014282225,1
k141_2066996.faa,6.702476692199707,1
k141_2316211.faa,5.322482872009277,1
k141_1580579.faa,5.507266426086424,1
k141_2190967.faa,5.603665351867675,1
k141_1027257.faa,5.009982109069824,1
k141_2161746.faa,8.893107414245605,3
k141_1838253.faa,4.827187919616699,1
k141_507367.faa,5.399670219421386,1
k141_103490.faa,4.851969718933105,1
k141_880859.faa,5.339108276367187,2
k141_411505.faa,8.378391838073732,1
k141_1364467.faa,6.132495307922363,1
k141_1950104.faa,4.60733470916748,3
k141_821073.faa,5.802658653259278,1
k141_1250926.faa,5.324699592590332,1
k141_2219862.faa,4.636493110656737,1
k141_2285120.faa,4.855380058288574,2
k141_1074343.faa,4.054234504699706,1
k141_2344797.faa,4.4281213760375975,1
k141_1892709.faa,6.095251846313477,2
k141_997074.faa,5.811639213562012,1
k141_2280851.faa,4.923586845397948,1
k141_1365433.faa,5.033115577697754,1
k141_2408467.faa,7.026856803894042,3
k141_339171.faa,5.005264472961425,1
k141_1795906.faa,4.0500284194946286,1
k141_1454674.faa,9.055245399475098,1
k141_2166175.faa,4.6018781661987305,1
k141_388584.faa,5.175554084777831,2
k141_146906.faa,4.0500284194946286,1
k141_2381965.faa,7.450159263610839,2
k141_1751777.faa,5.792711830139161,1
k141_1844749.faa,4.4956460952758786,1
k141_1659473.faa,5.254389762878417,1
k141_709247.faa,6.04437255859375,2
k141_215894.faa,4.573003959655763,1
k141_1523165.faa,10.012536430358885,1
k141_1287477.faa,6.0553079605102536,2
k141_2328908.faa,7.145593452453612,1
k141_1881818.faa,5.721151542663575,3
k141_498647.faa,5.103084373474121,2
k141_1662750.faa,8.928951835632326,1
k141_1491112.faa,5.529319953918456,1
k141_1008507.faa,5.136079406738281,8
k141_871108.faa,5.952997779846191,1
k141_401927.faa,4.170015525817871,1
k141_342489.faa,5.086373710632324,1
k141_1933462.faa,5.4658308029174805,1
k141_1299503.faa,4.61432590484619,1
k141_1599981.faa,5.588489341735839,2
k141_840459.faa,4.726128196716308,1
k141_1643238.faa,5.440992164611816,2
k141_1651600.faa,4.886641502380371,2
k141_217310.faa,9.712113761901854,1
k141_1912693.faa,5.02203197479248,1
k141_145808.faa,4.677417182922363,2
k141_2071783.faa,4.706632423400878,1
k141_426180.faa,5.882290077209471,1
k141_111450.faa,5.439400672912597,1
k141_917887.faa,6.043854904174805,2
k141_585950.faa,4.5470853805542,1
k141_448705.faa,4.111244010925293,1
k141_1549381.faa,4.421130180358888,1
k141_2263263.faa,6.020181465148925,1
k141_709246.faa,5.03322925567627,1
k141_1751947.faa,6.4616498947143555,1
k141_2408470.faa,4.843216514587401,3
k141_1557381.faa,7.840854454040528,1
k141_2274546.faa,5.790779304504395,1
k141_1860841.faa,6.713332939147949,1
k141_117522.faa,9.265154457092283,1
k141_572603.faa,5.780548286437988,1
k141_1213072.faa,5.792939186096191,1
k141_1105441.faa,5.873849487304687,2
k141_1649410.faa,5.477028083801269,3
k141_1701332.faa,5.91843967437744,1
k141_202550.faa,6.413082504272461,2
k141_1855568.faa,5.638195037841797,2
k141_1066737.faa,5.602301216125488,1
k141_877084.faa,4.701573753356932,1
k141_927314.faa,8.583465766906738,1
k141_275294.faa,5.769180488586425,1
k141_237070.faa,5.962489891052246,3
k141_1144794.faa,5.754970741271972,2
k141_1577194.faa,5.987008666992187,2
k141_834382.faa,4.606538963317871,1
k141_1252826.faa,5.213209915161132,2
k141_676972.faa,6.00938205718994,1
k141_2191639.faa,4.5368543624877935,1
k141_888092.faa,4.6923374176025385,2
k141_1538324.faa,4.2822156906127935,1
k141_371434.faa,5.029932594299316,1
k141_2050844.faa,9.397379112243652,1
k141_2403027.faa,6.836957740783691,1
k141_1972061.faa,5.880187034606934,1
k141_162427.faa,6.75568561553955,2
k141_1451580.faa,4.9325674057006825,1
k141_575637.faa,4.793255043029785,1
k141_2130418.faa,5.236883354187011,2
k141_2392001.faa,5.326859474182128,3
k141_1187696.faa,4.0500284194946286,1
k141_2374584.faa,4.898293495178222,1
k141_2339309.faa,6.383837318420409,1
k141_445045.faa,5.033968162536621,1
k141_1197320.faa,5.595025825500487,1
k141_1746287.faa,5.411094856262206,1
k141_1061463.faa,5.832953834533691,1
k141_691537.faa,8.477673149108888,1
k141_900390.faa,5.226481819152832,2
k141_701483.faa,5.1733657836914055,2
k141_1992168.faa,4.789389991760253,5
k141_314286.faa,5.3693750381469725,1
k141_623959.faa,5.333395957946778,1
k141_691127.faa,5.20107479095459,1
k141_1687578.faa,8.931595039367679,1
k141_1265736.faa,7.269414329528808,2
k141_836568.faa,5.082565498352049,1
k141_1114605.faa,5.196584510803221,1
k141_198833.faa,6.543100166320801,3
k141_611525.faa,6.975985908508301,3
k141_2338809.faa,6.083528518676758,2
k141_882769.faa,5.06827049255371,6
k141_325476.faa,4.691172218322753,1
k141_560359.faa,4.773247718811036,1
k141_75602.faa,4.252289962768554,2
k141_2156173.faa,4.69981174468994,1
k141_1644240.faa,5.38060073852539,4
k141_2369475.faa,6.709070014953612,1
k141_2047056.faa,4.9747419357299805,1
k141_2309801.faa,6.025865364074707,3
k141_1093227.faa,5.070174598693847,1
k141_1188175.faa,4.933761024475095,1
k141_1326342.faa,7.27846221923828,2
k141_1467780.faa,4.788366889953613,1
k141_339315.faa,5.459976387023925,1
k141_338786.faa,6.106065177917481,4
k141_723145.faa,4.0500284194946286,1
k141_2322514.faa,4.698078155517578,2
k141_1353326.faa,4.324560737609864,1
k141_1942406.faa,4.853504371643066,2
k141_513572.faa,4.576755332946779,1
k141_1293853.faa,5.874844169616699,1
k141_1470987.faa,5.965388679504395,2
k141_1105876.faa,6.923489379882811,2
k141_2221757.faa,9.349801445007323,1
k141_1861967.faa,4.902101707458496,1
k141_2014783.faa,5.614635276794433,3
k141_1607786.faa,5.397567176818847,1
k141_1783294.faa,5.257572746276855,1
k141_496811.faa,6.117660331726074,1
k141_1171271.faa,4.0500284194946286,1
k141_1808325.faa,5.607587242126464,1
k141_1140251.faa,8.429837608337404,1
k141_202768.faa,5.258141136169433,2
k141_1126842.faa,4.8263353347778315,3
k141_1364411.faa,5.078529930114745,4
k141_360648.faa,4.901703834533691,2
k141_1564850.faa,6.882414627075196,2
k141_895210.faa,6.25600643157959,1
k141_1689960.faa,6.362977409362792,1
k141_2067181.faa,9.08270893096924,2
k141_1742581.faa,8.639359855651858,1
k141_1716661.faa,5.311058235168456,1
k141_290633.faa,4.949391746520996,1
k141_1688511.faa,4.616542625427246,1
k141_1805562.faa,4.375658988952637,1
k141_1945146.faa,5.217103385925292,1
k141_771160.faa,4.8962757110595705,2
k141_641538.faa,8.470581626892091,1
k141_1758903.faa,5.199113845825195,14
k141_717030.faa,5.5149965286254865,1
k141_791533.faa,4.981619453430175,2
k141_2317796.faa,6.105667304992675,2
k141_4451.faa,4.9823015213012685,4
k141_415110.faa,8.681844520568848,1
k141_1796275.faa,7.774460029602051,3
k141_299629.faa,5.771965599060058,1
k141_57936.faa,5.638735008239746,1
k141_1780173.faa,5.428089714050292,1
k141_913467.faa,5.162992668151854,1
k141_2351264.faa,4.290912055969239,1
k141_25387.faa,4.59460277557373,1
k141_1677.faa,4.72709445953369,1
k141_2182641.faa,4.766483879089355,1
k141_485891.faa,5.318902015686035,2
k141_2191615.faa,5.424110984802246,2
k141_1328397.faa,5.371932792663573,14
k141_154026.faa,4.9322832107543935,1
k141_1073303.faa,4.81857681274414,2
k141_419676.faa,4.780011558532714,1
k141_690001.faa,4.840374565124511,1
k141_503808.faa,6.066448402404785,3
k141_103341.faa,5.331804466247558,2
k141_113608.faa,5.151028060913086,2
k141_1652342.faa,4.560499382019044,3
k141_2336163.faa,4.9036363601684565,1
k141_972339.faa,5.041811943054199,2
k141_1832252.faa,7.268863487243651,2
k141_1294247.faa,8.954481315612792,1
k141_659994.faa,5.03084201812744,4
k141_1778030.faa,4.550950431823731,1
k141_1912169.faa,5.339932441711425,3
k141_1274358.faa,7.751894950866699,1
k141_226541.faa,7.704491233825684,1
k141_1256066.faa,4.483709907531738,1
k141_1061896.faa,5.1421327590942365,1
k141_168872.faa,6.378267097473144,1
k141_193381.faa,5.059034156799315,1
k141_2153421.faa,4.0500284194946286,1
k141_1708448.faa,4.85833568572998,1
k141_1712362.faa,4.5576574325561525,1
k141_2313095.faa,4.6554773330688475,1
k141_2251729.faa,4.737552833557128,2
k141_610774.faa,4.0500284194946286,1
k141_1402308.faa,5.15193748474121,2
k141_356267.faa,6.023875999450683,1
k141_1294864.faa,7.3132116317749025,1
