seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k141_360648	4998	No terminal repeats	NA	8	11	0.9835	NA	1	13.7192	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2001893	7695	No terminal repeats	NA	10	11	0.9835	NA	0	16.6064	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_873398	8415	No terminal repeats	NA	11	11	0.9835	NA	2	16.0560	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_657885	4265	No terminal repeats	NA	9	11	0.9835	NA	2	14.8550	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_620749	5873	No terminal repeats	NA	9	11	0.9835	NA	2	14.9584	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2233374	6328	No terminal repeats	NA	8	11	0.9835	NA	1	12.6204	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2223314	5691	No terminal repeats	NA	8	11	0.9835	NA	1	13.0543	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_113608	7102	No terminal repeats	NA	11	11	0.9835	NA	3	17.9000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_836014	5188	No terminal repeats	NA	5	11	0.9834	NA	1	8.5882	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1945146	6454	No terminal repeats	NA	7	11	0.9834	NA	2	11.9365	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_467504	5358	No terminal repeats	NA	7	11	0.9834	NA	2	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1911483	8251	No terminal repeats	NA	13	11	0.9834	NA	3	20.3491	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_938677	5999	No terminal repeats	NA	5	11	0.9834	NA	2	8.3580	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_870745	5141	No terminal repeats	NA	7	11	0.9834	NA	1	11.5843	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1716661	8164	No terminal repeats	NA	7	11	0.9834	NA	1	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_357863	5674	No terminal repeats	NA	7	11	0.9834	NA	1	11.2875	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2186573	5561	No terminal repeats	NA	6	11	0.9834	NA	1	9.8334	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1595748	5760	No terminal repeats	NA	12	11	0.9834	NA	1	18.5088	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1356183	5556	No terminal repeats	NA	7	11	0.9834	NA	0	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Zobellviridae
k141_1064886	3888	No terminal repeats	NA	7	11	0.9834	NA	0	11.9256	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_777210	6208	No terminal repeats	NA	8	11	0.9834	NA	2	13.7463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1172665	6882	No terminal repeats	NA	7	11	0.9834	NA	1	9.8297	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1934414	4546	No terminal repeats	NA	7	11	0.9834	NA	2	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_831829	5480	No terminal repeats	NA	7	11	0.9834	NA	3	11.2657	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1842196	3891	No terminal repeats	NA	7	11	0.9834	NA	1	12.0262	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2128419	6902	No terminal repeats	NA	14	11	0.9834	NA	2	21.8574	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_333767	5126	No terminal repeats	NA	10	11	0.9834	NA	1	14.0560	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_635992	5147	No terminal repeats	NA	8	11	0.9834	NA	0	11.1000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2046294	5207	No terminal repeats	NA	7	11	0.9834	NA	0	9.6157	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1471304	5025	No terminal repeats	NA	13	11	0.9834	NA	1	20.6168	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_633664	7989	No terminal repeats	NA	14	11	0.9833	NA	2	23.3984	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_796831	7587	No terminal repeats	NA	9	15	0.9833	NA	5	14.4168	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_884339	6394	No terminal repeats	NA	8	11	0.9833	NA	2	13.5400	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1966126	7168	No terminal repeats	NA	8	11	0.9833	NA	2	12.7039	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_116022	5867	No terminal repeats	NA	11	11	0.9833	NA	3	16.7238	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_17580	5951	No terminal repeats	NA	8	11	0.9833	NA	2	11.6413	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1523165	4575	No terminal repeats	NA	6	11	0.9833	NA	2	9.8868	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_988412	6012	No terminal repeats	NA	9	11	0.9833	NA	1	12.7423	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_415110	5579	No terminal repeats	NA	5	11	0.9833	NA	1	8.0416	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1844749	6307	No terminal repeats	NA	13	11	0.9833	NA	1	21.7236	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1012419	4484	No terminal repeats	NA	7	11	0.9833	NA	1	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_883318	3581	No terminal repeats	NA	5	11	0.9833	NA	1	8.1943	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_767363	6906	No terminal repeats	NA	9	11	0.9833	NA	1	13.0851	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_616741	4556	No terminal repeats	NA	6	11	0.9833	NA	2	10.0872	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1140457	4813	No terminal repeats	NA	14	11	0.9833	NA	1	17.3525	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_7586	6768	No terminal repeats	NA	10	11	0.9833	NA	1	15.4645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_6199	4242	No terminal repeats	NA	5	11	0.9833	NA	1	8.5457	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1450775	5065	No terminal repeats	NA	7	11	0.9833	NA	1	10.0185	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2049147	8173	No terminal repeats	NA	15	11	0.9833	NA	1	20.1341	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1108510	6972	No terminal repeats	NA	9	11	0.9833	NA	1	15.2280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1312874	4229	No terminal repeats	NA	5	15	0.9833	NA	0	8.0647	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1050754	6141	No terminal repeats	NA	11	11	0.9833	NA	0	15.6796	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_307020	7126	No terminal repeats	NA	9	11	0.9833	NA	3	13.7558	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1287659	5795	No terminal repeats	NA	8	11	0.9833	NA	1	13.3907	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_356267	8345	No terminal repeats	NA	16	11	0.9833	NA	1	23.3667	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2012630	9729	No terminal repeats	NA	13	11	0.9833	NA	0	21.2161	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_44403	8110	No terminal repeats	NA	15	11	0.9832	NA	1	21.1468	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1228597	7253	No terminal repeats	NA	14	11	0.9832	NA	3	23.2465	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1244768	5772	No terminal repeats	NA	8	11	0.9832	NA	1	12.2437	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1837642	6179	No terminal repeats	NA	8	11	0.9832	NA	1	11.9233	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1928468	8060	No terminal repeats	NA	15	11	0.9832	NA	2	18.1750	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1451580	5655	No terminal repeats	NA	7	11	0.9832	NA	0	9.6264	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_616450	5879	No terminal repeats	NA	16	11	0.9832	NA	2	23.4489	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1942511	3984	No terminal repeats	NA	5	11	0.9832	NA	0	8.5716	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1995296	8568	No terminal repeats	NA	17	11	0.9832	NA	2	27.9525	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_185818	5431	No terminal repeats	NA	5	11	0.9832	NA	0	6.8710	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
k141_1140251	4968	No terminal repeats	NA	7	11	0.9832	NA	0	10.0330	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2231884	4567	No terminal repeats	NA	8	11	0.9832	NA	1	13.2136	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1932893	6036	No terminal repeats	NA	7	11	0.9832	NA	4	11.2355	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1751567	7140	No terminal repeats	NA	9	11	0.9832	NA	1	13.6413	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1073468	5822	No terminal repeats	NA	6	11	0.9832	NA	1	9.8195	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1300688	4575	No terminal repeats	NA	6	11	0.9832	NA	0	9.9412	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1654617	7362	No terminal repeats	NA	9	11	0.9832	NA	1	14.4938	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_502746	4634	No terminal repeats	NA	5	11	0.9832	NA	0	7.9616	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_28493	7534	No terminal repeats	NA	10	11	0.9832	NA	1	16.2871	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_994254	3871	No terminal repeats	NA	6	11	0.9832	NA	2	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2359867	9956	No terminal repeats	NA	13	11	0.9832	NA	8	21.9639	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_602852	5823	No terminal repeats	NA	11	11	0.9832	NA	4	18.8374	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1714397	6988	No terminal repeats	NA	18	11	0.9832	NA	0	27.3698	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1382592	6518	No terminal repeats	NA	11	11	0.9832	NA	1	14.9878	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1079617	5202	No terminal repeats	NA	9	11	0.9832	NA	2	12.5503	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_635615	8065	No terminal repeats	NA	8	11	0.9832	NA	5	11.8598	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2355306	4696	No terminal repeats	NA	6	11	0.9832	NA	1	9.5478	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_500485	5749	No terminal repeats	NA	6	11	0.9832	NA	2	10.3087	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1288594	6365	No terminal repeats	NA	11	11	0.9832	NA	0	14.8815	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1639213	4187	No terminal repeats	NA	6	11	0.9832	NA	0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_388584	7612	No terminal repeats	NA	9	11	0.9832	NA	5	15.4645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_767178	8773	No terminal repeats	NA	15	11	0.9832	NA	4	22.8667	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_824735	7150	No terminal repeats	NA	15	11	0.9832	NA	0	23.8545	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1687578	3757	No terminal repeats	NA	7	11	0.9832	NA	1	11.0521	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_516130	6467	No terminal repeats	NA	13	11	0.9832	NA	1	19.9634	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1844398	5110	No terminal repeats	NA	8	11	0.9832	NA	1	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2231501	7445	No terminal repeats	NA	7	11	0.9832	NA	1	12.0179	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_497176	5653	No terminal repeats	NA	7	11	0.9832	NA	5	11.6249	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2268947	4773	No terminal repeats	NA	7	11	0.9832	NA	2	11.1939	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_880859	4624	No terminal repeats	NA	7	11	0.9832	NA	3	11.7518	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2226195	6918	No terminal repeats	NA	11	11	0.9832	NA	2	16.6314	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1308553	6098	No terminal repeats	NA	8	11	0.9832	NA	5	11.2069	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1641838	5047	No terminal repeats	NA	5	11	0.9832	NA	0	8.5816	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_215378	5084	No terminal repeats	NA	11	11	0.9832	NA	2	16.9547	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1218324	6494	No terminal repeats	NA	16	11	0.9832	NA	1	20.6404	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2351394	7470	No terminal repeats	NA	13	11	0.9832	NA	2	18.5775	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1192581	7263	No terminal repeats	NA	6	11	0.9832	NA	0	8.4974	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
k141_1947426	9439	No terminal repeats	NA	19	11	0.9831	NA	0	27.5207	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1296712	4908	No terminal repeats	NA	10	11	0.9831	NA	1	16.5304	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_99655	4064	No terminal repeats	NA	7	11	0.9831	NA	3	11.8216	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_424629	4468	No terminal repeats	NA	10	11	0.9831	NA	0	14.7007	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2156173	9358	No terminal repeats	NA	11	11	0.9831	NA	1	17.3067	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1749587	5823	No terminal repeats	NA	5	11	0.9831	NA	1	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1817702	6955	No terminal repeats	NA	9	11	0.9831	NA	1	13.7431	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_606514	5640	No terminal repeats	NA	5	11	0.9831	NA	2	8.5525	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1065870	4076	No terminal repeats	NA	7	11	0.9831	NA	0	11.1793	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1649253	18447	No terminal repeats	NA	37	11	0.9831	NA	4	45.9909	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_836128	5958	No terminal repeats	NA	15	11	0.9831	NA	2	20.6194	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2040310	4244	No terminal repeats	NA	6	15	0.9831	NA	0	8.8831	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_956164	5307	No terminal repeats	NA	10	11	0.9831	NA	0	16.7065	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_975888	4251	No terminal repeats	NA	9	15	0.9831	NA	0	15.3593	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1973015	3644	No terminal repeats	NA	5	11	0.9831	NA	1	8.1500	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2226906	3900	No terminal repeats	NA	8	11	0.9831	NA	1	13.6649	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2318002	5199	No terminal repeats	NA	10	11	0.9831	NA	2	15.2859	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1954246	6558	No terminal repeats	NA	13	11	0.9831	NA	1	18.1825	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_199598	5138	No terminal repeats	NA	8	11	0.9831	NA	0	13.5156	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_115784	8485	No terminal repeats	NA	17	11	0.9831	NA	4	26.5591	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_610774	5113	No terminal repeats	NA	6	11	0.9831	NA	0	9.7765	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_33359	7761	No terminal repeats	NA	13	11	0.9831	NA	1	17.3607	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1848404	4120	No terminal repeats	NA	8	11	0.9831	NA	2	13.2842	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1187696	6899	No terminal repeats	NA	9	11	0.9831	NA	0	11.6112	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1509535	5290	No terminal repeats	NA	6	11	0.9831	NA	0	10.1172	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1948521	4455	No terminal repeats	NA	6	11	0.9831	NA	3	10.2218	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1828508	4092	No terminal repeats	NA	7	11	0.9831	NA	0	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_840459	4194	No terminal repeats	NA	6	11	0.9831	NA	4	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1109204	4418	No terminal repeats	NA	7	11	0.9831	NA	1	9.9236	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1093560	5223	No terminal repeats	NA	7	11	0.9831	NA	1	9.7149	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
