File,Median_pI,n_structural
k141_1602612.faa,11.242593193054198,1
k141_1019243.faa,5.002422523498535,1
k141_1877496.faa,5.204598808288574,3
k141_418342.faa,4.450743293762208,2
k141_1433675.faa,7.021286582946778,1
k141_1265118.faa,8.037934303283691,1
k141_813850.faa,6.813312721252441,1
k141_1119255.faa,5.5936616897583,3
k141_599676.faa,7.569736671447753,2
k141_1811922.faa,5.155546760559082,4
k141_69174.faa,5.231256294250489,2
k141_489667.faa,4.6018781661987305,1
k141_1302356.faa,5.301679801940917,1
k141_560984.faa,5.363634300231933,3
k141_1592244.faa,6.428001213073729,3
k141_1883677.faa,8.006667137145996,3
k141_298445.faa,4.524179267883301,1
k141_645438.faa,5.1078588485717775,1
k141_940617.faa,5.008930587768555,12
k141_988286.faa,4.763187217712402,1
k141_933362.faa,8.901101493835451,1
k141_1477814.faa,6.806375885009766,2
k141_352827.faa,5.192577362060547,2
k141_451807.faa,5.225060844421385,1
k141_204484.faa,4.800644111633301,1
k141_91209.faa,4.791663551330567,1
k141_1196820.faa,5.04334659576416,1
k141_590733.faa,4.501159477233887,1
k141_1031484.faa,5.411833763122559,1
k141_39420.faa,5.031040954589843,4
k141_1371226.faa,4.949306488037109,6
k141_1600947.faa,5.769805717468261,2
k141_276364.faa,5.2579137802124025,1
k141_582733.faa,7.6090291976928714,2
k141_1744678.faa,5.014245033264159,5
k141_949791.faa,5.2942907333374025,1
k141_1505313.faa,4.679122352600097,3
k141_1491210.faa,4.713311004638671,2
k141_236793.faa,6.4783889770507805,4
k141_1849966.faa,4.819429397583008,2
k141_1931177.faa,5.114224815368652,3
k141_942950.faa,5.4661149978637695,1
k141_877733.faa,5.156399345397948,1
k141_1068913.faa,6.334842109680175,2
k141_1193237.faa,4.898236656188964,1
k141_1441145.faa,4.337292671203613,1
k141_296492.faa,5.399215507507324,1
k141_1531677.faa,4.7198190689086905,1
k141_1966359.faa,5.1707511901855465,10
k141_704677.faa,5.211504745483398,2
k141_224744.faa,5.321459770202637,3
k141_149539.faa,4.459667015075683,1
k141_1966370.faa,5.092739677429199,3
k141_960716.faa,5.644646263122559,1
k141_711045.faa,6.34323444366455,4
k141_297969.faa,4.523269844055175,1
k141_1850403.faa,4.875671577453613,1
k141_188198.faa,5.757699012756347,1
k141_1176286.faa,7.0167547225952145,2
k141_1884929.faa,5.058522605895996,1
k141_695219.faa,4.9643404006958,3
k141_716104.faa,4.520882606506347,1
k141_1815995.faa,5.606564140319825,1
k141_1435772.faa,5.572006034851074,1
k141_1907349.faa,4.847877311706542,3
k141_1511808.faa,5.079268836975095,3
k141_123469.faa,5.081030845642089,5
k141_388281.faa,5.601931762695312,2
k141_150849.faa,4.7658586502075195,3
k141_863369.faa,4.938308143615722,2
k141_180673.faa,5.727574348449708,1
k141_595937.faa,5.984998130798339,3
k141_110274.faa,4.65439739227295,1
k141_770081.faa,5.148385047912597,1
k141_1044356.faa,5.188342857360838,1
k141_154807.faa,5.845628929138183,1
k141_545445.faa,9.25226078033447,1
k141_1128475.faa,4.0500284194946286,1
k141_612957.faa,4.959509086608886,5
k141_1743266.faa,9.58988170623779,1
k141_1128688.faa,4.9416616439819325,1
k141_129542.faa,9.78380260467529,1
k141_336380.faa,5.461397361755371,3
k141_205986.faa,4.907728767395019,3
k141_1802151.faa,5.110984992980956,3
k141_246101.faa,5.777535820007324,1
k141_1631155.faa,4.6782129287719725,1
k141_193035.faa,8.886918449401858,1
k141_12660.faa,4.56811580657959,1
k141_625693.faa,6.752608680725097,1
k141_114615.faa,5.1134859085083,1
k141_1048633.faa,8.904776191711427,1
k141_6441.faa,6.054341697692871,1
k141_1627093.faa,4.238449668884278,1
k141_289759.faa,5.1735647201538075,1
k141_1966398.faa,5.104107475280761,2
k141_688459.faa,4.4706937789916985,1
k141_883101.faa,4.280851554870606,1
k141_637081.faa,4.802406120300293,1
k141_1374416.faa,5.005065536499023,2
k141_1202423.faa,6.36888771057129,2
k141_944502.faa,9.784382820129391,1
k141_76912.faa,5.093421745300293,2
k141_403571.faa,4.9838361740112305,2
k141_474921.faa,4.628365135192871,2
k141_1532988.faa,7.71520595550537,2
k141_1050444.faa,7.891262435913086,2
k141_374777.faa,5.543302345275878,3
k141_1369057.faa,4.484562492370605,1
k141_305159.faa,5.252968788146972,1
